referenceFournisseur,constructeur,slug,categoryId,status,isFeatured,nom_fr,nom_en,description_fr,description_en,ficheTechnique_fr,ficheTechnique_en,imageUrl,secondaryImageUrl1,secondaryImageUrl2,secondaryImageUrl3,pdfBrochureUrl
1513-P-7034,KEELER,binocular-indirect-face-shield-1513-p-7034,ophthalmology-surgical,active,,Binocular indirect face shield,Binocular indirect face shield,Keep users and patients safe when using indirects.This binocular indirect shield provides a barrier between the patient and user to reduce the potential transmission of harmful viruses.Features:Designed to fit Keeler All Pupil and Vantage Plus BIOs.Scratch and defect free shield held in place by the buttons on the headband foam liner.Shield measures 275mm W x 190mm H (10.8″ W x 7.5″ H).Robust shield made out of 0.5-0.8mm thick clear polyethylene terephthalate. Helping our customers bring an end ,Keep users and patients safe when using indirects.This binocular indirect shield provides a barrier between the patient and user to reduce the potential transmission of harmful viruses.Features:Designed to fit Keeler All Pupil and Vantage Plus BIOs.Scratch and defect free shield held in place by the buttons on the headband foam liner.Shield measures 275mm W x 190mm H (10.8″ W x 7.5″ H).Robust shield made out of 0.5-0.8mm thick clear polyethylene terephthalate. Helping our customers bring an end ,Shield measures 275mm: Shield measures 275mm W x 190mm H (10.8″ W x 7.5″ H).; Robust shield made: Robust shield made out of 0.5-0.8mm thick clear polyethylene terephthalate.; Image Magnification: Vantage Plus Hi Mag lens1202-P-7192,Shield measures 275mm: Shield measures 275mm W x 190mm H (10.8″ W x 7.5″ H).; Robust shield made: Robust shield made out of 0.5-0.8mm thick clear polyethylene terephthalate.; Image Magnification: Vantage Plus Hi Mag lens1202-P-7192,https://www.keelerglobal.com/wp-content/uploads/2024/02/1205-P-7034-8-jpg.webp,https://www.keelerglobal.com/wp-content/uploads/2024/02/1205-P-7034-8-jpg.webp,,,
2113-P-2004,KEELER,sistema-prism-tico-supervu-xl-4-5x-2113-p-2004,ophthalmology-surgical,active,,Sistema prismático SuperVu XL 4.5x,Sistema prismático SuperVu XL 4.5x,"Aumento de 4.5x para procedimientos quirúrgicos avanzadosLos sistemas de lupas quirúrgicas prismáticas Keeler SuperVu XL tienen un aumento de 4.5x y se suministran en un estuche de transporte blando e incluyen una montura deportiva, una palanca abatible esterilizable en autoclave y un paño de limpieza.Características:Mayor aumento para procedimientos quirúrgicos avanzados.La calidad prismática garantiza una imagen real.Claridad de borde a borde y reproducción precisa del color, ideal para aplica","Aumento de 4.5x para procedimientos quirúrgicos avanzadosLos sistemas de lupas quirúrgicas prismáticas Keeler SuperVu XL tienen un aumento de 4.5x y se suministran en un estuche de transporte blando e incluyen una montura deportiva, una palanca abatible esterilizable en autoclave y un paño de limpieza.Características:Mayor aumento para procedimientos quirúrgicos avanzados.La calidad prismática garantiza una imagen real.Claridad de borde a borde y reproducción precisa del color, ideal para aplica",Image Magnification: Los lentes de precisión de la XL están tratados con una capa antirreflejo para producir una imagen óptima.; Sistema prismático SuperVu: Sistema prismático SuperVu XL 3.5x,Image Magnification: Los lentes de precisión de la XL están tratados con una capa antirreflejo para producir una imagen óptima.; Sistema prismático SuperVu: Sistema prismático SuperVu XL 3.5x,https://www.keelerglobal.com/wp-content/uploads/2024/02/2113-P-6024-7-jpg.webp,https://www.keelerglobal.com/wp-content/uploads/2024/02/2113-P-6024-7-jpg.webp,,,
1127-P-1010,KEELER,pocket-ophthalmoscope-1127-p-1010,ophthalmology-surgical,active,,Pocket Ophthalmoscope,Pocket Ophthalmoscope,Portable and compact pocket ophthalmoscope for ward and GP useFull diagnostic capacity in a compact instrument make the Pocket ophthalmoscope ideal for the Practitioner on the move. An ideal choice for domiciliary and ward use or as a backup instrument.Features:Slimline design fits neatly in your pocket.Lens powers range from +20D to -20D for clear and effortless examination of ocular structures.Strong metal clip that can be attached to a pocket.Five diagnostic beams for full diagnostic capabili,Portable and compact pocket ophthalmoscope for ward and GP useFull diagnostic capacity in a compact instrument make the Pocket ophthalmoscope ideal for the Practitioner on the move. An ideal choice for domiciliary and ward use or as a backup instrument.Features:Slimline design fits neatly in your pocket.Lens powers range from +20D to -20D for clear and effortless examination of ocular structures.Strong metal clip that can be attached to a pocket.Five diagnostic beams for full diagnostic capabili,"Lens powers range: Lens powers range from +20D to -20D for clear and effortless examination of ocular structures.; Macular for a: Macular for a detailed examination of the central retina, reducing excessive pupillary reaction and patient discomfort; Intermediate – Permits: Intermediate – Permits easier access through and undilated pupil and in peripheral examination. Particularly useful in paediatric examination.; Red Free –: Red Free – The red free filter is used to examine blood vessels in fine detail. By filtering out the red light, blood vessels are silhouetted against a dark green background.; Fixation Cross –: Fixation Cross – Projects a graticule onto the retina for assessment of the degree and direction of eccentric fixation.","Lens powers range: Lens powers range from +20D to -20D for clear and effortless examination of ocular structures.; Macular for a: Macular for a detailed examination of the central retina, reducing excessive pupillary reaction and patient discomfort; Intermediate – Permits: Intermediate – Permits easier access through and undilated pupil and in peripheral examination. Particularly useful in paediatric examination.; Red Free –: Red Free – The red free filter is used to examine blood vessels in fine detail. By filtering out the red light, blood vessels are silhouetted against a dark green background.; Fixation Cross –: Fixation Cross – Projects a graticule onto the retina for assessment of the degree and direction of eccentric fixation.",https://www.keelerglobal.com/wp-content/uploads/2024/02/1102-P-1041-8-jpg.webp,https://www.keelerglobal.com/wp-content/uploads/2024/02/1102-P-1041-8-jpg.webp,,,
1132-P-1050,KEELER,oftalmoscopio-de-bolsillo-jazz-led-1132-p-1050,ophthalmology-surgical,active,,Oftalmoscopio de bolsillo JAZZ LED,Oftalmoscopio de bolsillo JAZZ LED,"Moderno oftalmoscopio de bolsillo personalizable para uso en salas y de los médicos generalesLa capacidad de diagnóstico completa en un instrumento compacto hace que el oftalmoscopio de bolsillo sea ideal para el profesional que se desplaza. Una opción ideal para uso domiciliario y en salas, o como instrumento de respaldo.Nuestro moderno oftalmoscopio Jazz se adaptará a cualquier entorno. Puede cambiar el color de su equipo añadiendo anillos de colores que se adapten a cualquier estado de ánimo.","Moderno oftalmoscopio de bolsillo personalizable para uso en salas y de los médicos generalesLa capacidad de diagnóstico completa en un instrumento compacto hace que el oftalmoscopio de bolsillo sea ideal para el profesional que se desplaza. Una opción ideal para uso domiciliario y en salas, o como instrumento de respaldo.Nuestro moderno oftalmoscopio Jazz se adaptará a cualquier entorno. Puede cambiar el color de su equipo añadiendo anillos de colores que se adapten a cualquier estado de ánimo.","La potencia de: La potencia de los lentes oscila entre +20D y -20D para un examen claro y sin esfuerzo de las estructuras oculares.; Filtro azul: se utiliza en combinación con la fluoresceína para evaluar los rasguños corneales.; Anillos de colores intercambiablesÓptica líder en su clase en cualquier lugarDiseñada para reducir el deslumbramiento del reflejo corneal y brindar imágenes nítidas, la óptica Keeler es reconocida en la industria por sus imágenes consistentes de alta calidad que le brindan confianza en sus evaluaciones.4 haces para una capacidad de diagnóstico completaGran angular: ilumina la mayor superficie del fondo de ojo para obtener el mejor diagnóstico general posible a través de una pupila dilatada.Macular: diseñado específicamente para el examen de la región macular del fondo de ojo, donde un haz más grande crearía una reacción pupilar excesiva o molestias al paciente.Semicírculo: proporciona una combinación de percepción de la profundidad y campo de visión.Cruz de fijación: proyecta una retícula sobre la retina para evaluar el grado y la dirección de la fijación excéntrica.Diseño delgado y ergonómicoDelgado y ligero, este oftalmoscopio compacto cabe perfectamente en el bolsillo.Lente de gran potenciaLas potencias de los lentes van de +20D a -20D.Anillos de colores intercambiablesAnillos de distintos colores para personalizarloFiltro de giro sobre verde, libre de rojoElija fácilmente el filtro que desee. Utilice el filtro libre de rojo para mejorar el examen de los vasos sanguíneos, especialmente útil para la evaluación y el seguimiento de la diabetes; Gran angular: ilumina la mayor superficie del fondo de ojo para obtener el mejor diagnóstico general posible a través de una pupila dilatada.; Macular: diseñado específicamente para el examen de la región macular del fondo de ojo, donde un haz más grande crearía una reacción pupilar excesiva o molestias al paciente.; Semicírculo: proporciona una combinación de percepción de la profundidad y campo de visión.; Cruz de fijación: proyecta una retícula sobre la retina para evaluar el grado y la dirección de la fijación excéntrica.Diseño delgado y ergonómicoDelgado y ligero, este oftalmoscopio compacto cabe perfectamente en el bolsillo.Lente de gran potenciaLas potencias de los lentes van de +20D a -20D.Anillos de colores intercambiablesAnillos de distintos colores para personalizarloFiltro de giro sobre verde, libre de rojoElija fácilmente el filtro que desee. Utilice el filtro libre de rojo para mejorar el examen de los vasos sanguíneos, especialmente útil para la evaluación y el seguimiento de la diabetes","La potencia de: La potencia de los lentes oscila entre +20D y -20D para un examen claro y sin esfuerzo de las estructuras oculares.; Filtro azul: se utiliza en combinación con la fluoresceína para evaluar los rasguños corneales.; Anillos de colores intercambiablesÓptica líder en su clase en cualquier lugarDiseñada para reducir el deslumbramiento del reflejo corneal y brindar imágenes nítidas, la óptica Keeler es reconocida en la industria por sus imágenes consistentes de alta calidad que le brindan confianza en sus evaluaciones.4 haces para una capacidad de diagnóstico completaGran angular: ilumina la mayor superficie del fondo de ojo para obtener el mejor diagnóstico general posible a través de una pupila dilatada.Macular: diseñado específicamente para el examen de la región macular del fondo de ojo, donde un haz más grande crearía una reacción pupilar excesiva o molestias al paciente.Semicírculo: proporciona una combinación de percepción de la profundidad y campo de visión.Cruz de fijación: proyecta una retícula sobre la retina para evaluar el grado y la dirección de la fijación excéntrica.Diseño delgado y ergonómicoDelgado y ligero, este oftalmoscopio compacto cabe perfectamente en el bolsillo.Lente de gran potenciaLas potencias de los lentes van de +20D a -20D.Anillos de colores intercambiablesAnillos de distintos colores para personalizarloFiltro de giro sobre verde, libre de rojoElija fácilmente el filtro que desee. Utilice el filtro libre de rojo para mejorar el examen de los vasos sanguíneos, especialmente útil para la evaluación y el seguimiento de la diabetes; Gran angular: ilumina la mayor superficie del fondo de ojo para obtener el mejor diagnóstico general posible a través de una pupila dilatada.; Macular: diseñado específicamente para el examen de la región macular del fondo de ojo, donde un haz más grande crearía una reacción pupilar excesiva o molestias al paciente.; Semicírculo: proporciona una combinación de percepción de la profundidad y campo de visión.; Cruz de fijación: proyecta una retícula sobre la retina para evaluar el grado y la dirección de la fijación excéntrica.Diseño delgado y ergonómicoDelgado y ligero, este oftalmoscopio compacto cabe perfectamente en el bolsillo.Lente de gran potenciaLas potencias de los lentes van de +20D a -20D.Anillos de colores intercambiablesAnillos de distintos colores para personalizarloFiltro de giro sobre verde, libre de rojoElija fácilmente el filtro que desee. Utilice el filtro libre de rojo para mejorar el examen de los vasos sanguíneos, especialmente útil para la evaluación y el seguimiento de la diabetes",https://www.keelerglobal.com/wp-content/uploads/2024/02/1102-P-1105-8-scaled.webp,https://www.keelerglobal.com/wp-content/uploads/2024/02/1102-P-1105-8-scaled.webp,,,
1132-P-1042,KEELER,pocket-ophthalmoscope-1132-p-1042,ophthalmology-surgical,active,,Pocket Ophthalmoscope,Pocket Ophthalmoscope,Portable and compact pocket ophthalmoscope for ward and GP useFull diagnostic capacity in a compact instrument make the Pocket ophthalmoscope ideal for the Practitioner on the move. An ideal choice for domiciliary and ward use or as a backup instrument.Features:Slimline design fits neatly in your pocket.Lens powers range from +20D to -20D for clear and effortless examination of ocular structures.Strong metal clip that can be attached to a pocket.Five diagnostic beams for full diagnostic capabili,Portable and compact pocket ophthalmoscope for ward and GP useFull diagnostic capacity in a compact instrument make the Pocket ophthalmoscope ideal for the Practitioner on the move. An ideal choice for domiciliary and ward use or as a backup instrument.Features:Slimline design fits neatly in your pocket.Lens powers range from +20D to -20D for clear and effortless examination of ocular structures.Strong metal clip that can be attached to a pocket.Five diagnostic beams for full diagnostic capabili,"Lens powers range: Lens powers range from +20D to -20D for clear and effortless examination of ocular structures.; Macular for a: Macular for a detailed examination of the central retina, reducing excessive pupillary reaction and patient discomfort; Intermediate – Permits: Intermediate – Permits easier access through and undilated pupil and in peripheral examination. Particularly useful in paediatric examination.; Red Free –: Red Free – The red free filter is used to examine blood vessels in fine detail. By filtering out the red light, blood vessels are silhouetted against a dark green background.; Fixation Cross –: Fixation Cross – Projects a graticule onto the retina for assessment of the degree and direction of eccentric fixation.","Lens powers range: Lens powers range from +20D to -20D for clear and effortless examination of ocular structures.; Macular for a: Macular for a detailed examination of the central retina, reducing excessive pupillary reaction and patient discomfort; Intermediate – Permits: Intermediate – Permits easier access through and undilated pupil and in peripheral examination. Particularly useful in paediatric examination.; Red Free –: Red Free – The red free filter is used to examine blood vessels in fine detail. By filtering out the red light, blood vessels are silhouetted against a dark green background.; Fixation Cross –: Fixation Cross – Projects a graticule onto the retina for assessment of the degree and direction of eccentric fixation.",https://www.keelerglobal.com/wp-content/uploads/2024/02/1102-P-1041-8-jpg.webp,https://www.keelerglobal.com/wp-content/uploads/2024/02/1102-P-1041-8-jpg.webp,,,
19068,MORIA,haptic-cutter-for-iol-explantation-19068,ophthalmology-surgical,active,,Haptic Cutter(for IOL explantation),Haptic Cutter(for IOL explantation),"15.4-cm longueur totale with 1-mm lames length, designed with a fixed upper lame and a movable lowerlame couper la haptic of all types of soft IOLs.","15.4-cm total length with 1-mm blades length, designed with a fixed upper blade and a movable lowerblade to cut the haptic of all types of soft IOLs.",Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 154 mm; Blades: Blunt blades; Intended use: To cut the haptic of all types of soft IOLs.,Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 154 mm; Blades: Blunt blades; Intended use: To cut the haptic of all types of soft IOLs.,https://www.moria-surgical.com/media/cache/product_viewer/files/product/0162d76924c9d1f9c3149a13487fc577830b46b9.jpg,,,,
19047,MORIA,culbertson-marker-for-lasik-and-epi-lasik-19047,ophthalmology-surgical,active,,Culbertson Marker(for LASIK and Epi-LASIK),Culbertson Marker(for LASIK and Epi-LASIK),5-mark asymmetricCulbertsonmarkerto mark the cornea before or duringLASIK/Epi-LASIKrefractive surgery for propercorneal flapalignment.,5-mark asymmetricCulbertsonmarkerto mark the cornea before or duringLASIK/Epi-LASIKrefractive surgery for propercorneal flapalignment.,"Reusability: Yes; Packaging: x1; Material*: Stainless steel; Length: 121.6 mm; Tip: 5 marks, asymmetric; Intended use: To mark the cornea before or during LASIK/Epi-LASIK refractive surgery for proper corneal flap alignment.","Reusability: Yes; Packaging: x1; Material*: Stainless steel; Length: 121.6 mm; Tip: 5 marks, asymmetric; Intended use: To mark the cornea before or during LASIK/Epi-LASIK refractive surgery for proper corneal flap alignment.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/21214ebd036c5e5b8e74006249c7416191c836b3.jpg,,,,
19068,MORIA,haptic-cutter-for-iol-explantation-19068,ophthalmology-surgical,active,,Haptic Cutter(for IOL explantation),Haptic Cutter(for IOL explantation),"15.4-cm longueur totale with 1-mm lames length, designed with a fixed upper lame and a movable lowerlame couper la haptic of all types of soft IOLs.","15.4-cm total length with 1-mm blades length, designed with a fixed upper blade and a movable lowerblade to cut the haptic of all types of soft IOLs.",Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 154 mm; Blades: Blunt blades; Intended use: To cut the haptic of all types of soft IOLs.,Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 154 mm; Blades: Blunt blades; Intended use: To cut the haptic of all types of soft IOLs.,https://www.moria-surgical.com/media/cache/product_viewer/files/product/0162d76924c9d1f9c3149a13487fc577830b46b9.jpg,,,,
19095,MORIA,koch-rhexis-marker-5-5-mm-rhexis-19095,ophthalmology-surgical,active,,Koch Rhexis Marker(Ø 5.5-mm rhexis),Koch Rhexis Marker(Ø 5.5-mm rhexis),5.5-mm diameter marker tomarkthe cornea to guide for thecapsulorhexisstep duringcataractsurgery.,5.5-mm diameter marker tomarkthe cornea to guide for thecapsulorhexisstep duringcataractsurgery.,Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 119 mmHandle: 95 mm; Tip: 5.5 mm; Intended use: To mark the cornea to guide for the capsulorhexis step during cataract surgery.,Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 119 mmHandle: 95 mm; Tip: 5.5 mm; Intended use: To mark the cornea to guide for the capsulorhexis step during cataract surgery.,https://www.moria-surgical.com/media/cache/product_viewer/files/product/afa9ac95242d38cbea15ec8bf2d9e45212ac5ef0.jpg,,,,
2199-P-,KEELER,montura-deportiva-keeler-est-ndar-copy-2199-p,ophthalmology-surgical,active,,Montura deportiva Keeler (estándar) (Copy),Montura deportiva Keeler (estándar) (Copy),Monturas de lupa modernas y cómodas en distintos coloresLa extraordinaria montura deportiva Keeler está disponible en varios colores brillantes y se adapta a todas las graduaciones. Todas las lupas quirúrgicas y dentales (Keeler) están disponibles en monturas nuevas.Características:La popular montura deportiva ligera de Keeler con pantalla protectora.Ultraportátil.Incluye 2 piezas nasales ajustables para mayor comodidad.Totalmente personalizadas: elija el color de las monturas que prefiera Ayuda,Monturas de lupa modernas y cómodas en distintos coloresLa extraordinaria montura deportiva Keeler está disponible en varios colores brillantes y se adapta a todas las graduaciones. Todas las lupas quirúrgicas y dentales (Keeler) están disponibles en monturas nuevas.Características:La popular montura deportiva ligera de Keeler con pantalla protectora.Ultraportátil.Incluye 2 piezas nasales ajustables para mayor comodidad.Totalmente personalizadas: elija el color de las monturas que prefiera Ayuda,Totalmente personalizadas: elija el color de las monturas que prefiera,Totalmente personalizadas: elija el color de las monturas que prefiera,https://www.keelerglobal.com/wp-content/uploads/2025/10/LOU-ST-2112-P-1002-to-1025-3.jpg,https://www.keelerglobal.com/wp-content/uploads/2025/10/LOU-ST-2112-P-1002-to-1025-3.jpg,,,
17157,MORIA,crozafon-manipulating-hook-fork-shaped-tip-17157,ophthalmology-surgical,active,,Crozafon Manipulating Hook(fork-shaped tip),Crozafon Manipulating Hook(fork-shaped tip),"11-cm longueur totale, angled active part with a fork of 0.6-mm length and 0.15-mm width.peut être utilisé pour hold and divide thecrystalline lensduringcataractsurgery.","11-cm total length, angled active part with a fork of 0.6-mm length and 0.15-mm width.Can be used to hold and divide thecrystalline lensduringcataractsurgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 110 mm; Tip: Blunt, fork-shaped, 0.6-mm length, 0.15-mm width; Instrument base shape: Knurled; Intended use: To hold and divide the nucleus during cataract surgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 110 mm; Tip: Blunt, fork-shaped, 0.6-mm length, 0.15-mm width; Instrument base shape: Knurled; Intended use: To hold and divide the nucleus during cataract surgery.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/8def7316b6b0da649f33480378db1e7d1566356d.jpg,,,,
17157,MORIA,crozafon-manipulating-hook-fork-shaped-tip-17157,ophthalmology-surgical,active,,Crozafon Manipulating Hook(fork-shaped tip),Crozafon Manipulating Hook(fork-shaped tip),"11-cm longueur totale, angled active part with a fork of 0.6-mm length and 0.15-mm width.peut être utilisé pour hold and divide thecrystalline lensduringcataractsurgery.","11-cm total length, angled active part with a fork of 0.6-mm length and 0.15-mm width.Can be used to hold and divide thecrystalline lensduringcataractsurgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 110 mm; Tip: Blunt, fork-shaped, 0.6-mm length, 0.15-mm width; Instrument base shape: Knurled; Intended use: To hold and divide the nucleus during cataract surgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 110 mm; Tip: Blunt, fork-shaped, 0.6-mm length, 0.15-mm width; Instrument base shape: Knurled; Intended use: To hold and divide the nucleus during cataract surgery.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/8def7316b6b0da649f33480378db1e7d1566356d.jpg,,,,
17159,MORIA,lebuisson-manipulator-bulbous-tip-17159,ophthalmology-surgical,active,,Lebuisson Manipulator(bulbous tip),Lebuisson Manipulator(bulbous tip),"11.1-cm longueur totale, angled, 9-mm active part with an olive pointe.peut être utilisé pour hold and separate thecrystalline lensduringcataractsurgery.","11.1-cm total length, angled, 9-mm active part with an olive tip.Can be used to hold and separate thecrystalline lensduringcataractsurgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 111 mm; Tip: Blunt, bulbous; Instrument base shape: Knurled; Intended use: To hold and separate the crystalline lens during cataract surgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 111 mm; Tip: Blunt, bulbous; Instrument base shape: Knurled; Intended use: To hold and separate the crystalline lens during cataract surgery.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/f78a9bad1b3dbc28dc0f29da0f2a5ceb19f33116.jpg,,,,
17157,MORIA,crozafon-manipulating-hook-fork-shaped-tip-17157,ophthalmology-surgical,active,,Crozafon Manipulating Hook(fork-shaped tip),Crozafon Manipulating Hook(fork-shaped tip),"11-cm longueur totale, angled active part with a fork of 0.6-mm length and 0.15-mm width.peut être utilisé pour hold and divide thecrystalline lensduringcataractsurgery.","11-cm total length, angled active part with a fork of 0.6-mm length and 0.15-mm width.Can be used to hold and divide thecrystalline lensduringcataractsurgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 110 mm; Tip: Blunt, fork-shaped, 0.6-mm length, 0.15-mm width; Instrument base shape: Knurled; Intended use: To hold and divide the nucleus during cataract surgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 110 mm; Tip: Blunt, fork-shaped, 0.6-mm length, 0.15-mm width; Instrument base shape: Knurled; Intended use: To hold and divide the nucleus during cataract surgery.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/8def7316b6b0da649f33480378db1e7d1566356d.jpg,,,,
17157,MORIA,crozafon-manipulating-hook-fork-shaped-tip-17157,ophthalmology-surgical,active,,Crozafon Manipulating Hook(fork-shaped tip),Crozafon Manipulating Hook(fork-shaped tip),"11-cm longueur totale, angled active part with a fork of 0.6-mm length and 0.15-mm width.peut être utilisé pour hold and divide thecrystalline lensduringcataractsurgery.","11-cm total length, angled active part with a fork of 0.6-mm length and 0.15-mm width.Can be used to hold and divide thecrystalline lensduringcataractsurgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 110 mm; Tip: Blunt, fork-shaped, 0.6-mm length, 0.15-mm width; Instrument base shape: Knurled; Intended use: To hold and divide the nucleus during cataract surgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 110 mm; Tip: Blunt, fork-shaped, 0.6-mm length, 0.15-mm width; Instrument base shape: Knurled; Intended use: To hold and divide the nucleus during cataract surgery.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/8def7316b6b0da649f33480378db1e7d1566356d.jpg,,,,
17157,MORIA,crozafon-manipulating-hook-fork-shaped-tip-17157,ophthalmology-surgical,active,,Crozafon Manipulating Hook(fork-shaped tip),Crozafon Manipulating Hook(fork-shaped tip),"11-cm longueur totale, angled active part with a fork of 0.6-mm length and 0.15-mm width.peut être utilisé pour hold and divide thecrystalline lensduringcataractsurgery.","11-cm total length, angled active part with a fork of 0.6-mm length and 0.15-mm width.Can be used to hold and divide thecrystalline lensduringcataractsurgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 110 mm; Tip: Blunt, fork-shaped, 0.6-mm length, 0.15-mm width; Instrument base shape: Knurled; Intended use: To hold and divide the nucleus during cataract surgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Size: 110 mm; Tip: Blunt, fork-shaped, 0.6-mm length, 0.15-mm width; Instrument base shape: Knurled; Intended use: To hold and divide the nucleus during cataract surgery.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/8def7316b6b0da649f33480378db1e7d1566356d.jpg,,,,
20001,MORIA,crozafon-micro-pre-chopper-cross-action-2-2-mm-inc,ophthalmology-surgical,active,,"Crozafon micro Pre-Chopper(cross-action, 2.2-mm incision)","Crozafon Micro Pre-Chopper(cross-action, 2.2-mm incision)",longueur totale of 120 mm with an active part in the shape of a forceps whose length is 5 mm over 1 mm. Sharp pointed pointe.Can be used during cataract surgery to fragment the nucleus.,Total length of 120 mm with an active part in the shape of a forceps whose length is 5 mm over 1 mm. Sharp pointed tip.Can be used during cataract surgery to fragment the nucleus.,"Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 120 mm; Tip: 5 mm, sharp pointed tip; Handle: Bird cage; Intended use: Used during cataract surgery to fragment the nucleus.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 120 mm; Tip: 5 mm, sharp pointed tip; Handle: Bird cage; Intended use: Used during cataract surgery to fragment the nucleus.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/8b4e030050a8e955947a71c9ab342da5578b6bc1.jpg,,,,
17161,MORIA,faulkner-holding-forceps-7-mm-jaws-17161,ophthalmology-surgical,active,,Faulkner Holding pinces(7-mm jaws),Faulkner Holding Forceps(7-mm jaws),"longueur totale is 11.7 cm with 11-mm active part with 7-mm inclined, blunt and rounded jaws.peut être utilisé pour implant or explant a pliable intraocular lens in an incision.","Total length is 11.7 cm with 11-mm active part with 7-mm inclined, blunt and rounded jaws.Can be used to implant or explant a pliable intraocular lens in an incision.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 117 mm; Tip: 12-mm angled active part, blunt and rounded jaws; Handle: Ergonomic; Intended use: Intended to implant or explant an intraocular lens","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 117 mm; Tip: 12-mm angled active part, blunt and rounded jaws; Handle: Ergonomic; Intended use: Intended to implant or explant an intraocular lens",https://www.moria-surgical.com/media/cache/product_viewer/files/product/57eb70fe02139a82ff78cee7f2fc67f8012b0619.jpg,,,,
19092,MORIA,irrigation-port-20g-19092,ophthalmology-surgical,active,,Irrigation Port(20G),Irrigation Port(20G),Irrigation or infusion port. Length 170mm with an external diameter 1.65mm. Active part 5mm with an internal diameter 0.90mm. Can be used in endothelial keratoplasty.,Irrigation or infusion port. Length 170mm with an external diameter 1.65mm. Active part 5mm with an internal diameter 0.90mm. Can be used in endothelial keratoplasty.,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/380994226116e8ff1c5813dbf9cb97d680b50adc.jpg,,,,
20011,MORIA,23g-busin-forceps-23g-distal-control-20011,ophthalmology-surgical,active,,"23G Busin pinces(23G, distal control)","23G Busin Forceps(23G, distal control)",14.8-cm long with an active part length of 2.2-cm. pointe in the shape of jaws with a length of 1.15 mm and an opening width of 0.6 mm.peut être utilisé pour place a cornealDSAEKgraft in the anterior chamber using the pull-through technique during endothelial keratoplasty.,14.8-cm long with an active part length of 2.2-cm. Tip in the shape of jaws with a length of 1.15 mm and an opening width of 0.6 mm.Can be used to place a cornealDSAEKgraft in the anterior chamber using the pull-through technique during endothelial keratoplasty.,"Reusability: Yes; Packaging: X1; Material*: Active part in stainless steel, handle in titanium; Total length: 148 mm; Tip: Curved, active part of 1.15 mm over 0.6 mm; Handle: Bird cage; Intended use: Intended to pull the donor tissue into the anterior chamber (“pull-through” technique).","Reusability: Yes; Packaging: X1; Material*: Active part in stainless steel, handle in titanium; Total length: 148 mm; Tip: Curved, active part of 1.15 mm over 0.6 mm; Handle: Bird cage; Intended use: Intended to pull the donor tissue into the anterior chamber (“pull-through” technique).",https://www.moria-surgical.com/media/cache/product_viewer/files/product/8a61ff1ceadf4f501af0ffcedb48643986479003.jpg,,,,
