Ref Fournisseur,Nom Produit (FR),Nom Produit (EN),Fabricant,Discipline (Parent),Categorie,Category ID,Statut
8-010t,"8-010T Barraquer Porte-aiguille, 12.00 Mm Standard Mors, Courbe, avec Lock, Petite Taille, Longueur 100 Mm, Titane","8-010T Barraquer Needle Holder, 12.00 Mm Standard Jaws, Curved, with Lock, Small Size, Length 100 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-011t,"8-011T Barraquer Porte-aiguille, 12.00 Mm Standard Mors, Courbe, Sans Lock, Petite Taille, Longueur 100 Mm, Titane","8-011T Barraquer Needle Holder, 12.00 Mm Standard Jaws, Curved, Without Lock, Small Size, Length 100 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-013t,"8-013T Barraquer Porte-aiguille, 12.00 Mm Standard Mors, Droit, Sans Lock, Petite Taille, Longueur 100 Mm, Titane","8-013T Barraquer Needle Holder, 12.00 Mm Standard Jaws, Straight, Without Lock, Small Size, Length 100 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-020t,"8-020T Barraquer Porte-aiguille, 12.00 Mm Fine Mors, Courbe, avec Lock, Petite Taille, Longueur 100 Mm, Titane","8-020T Barraquer Needle Holder, 12.00 Mm Fine Jaws, Curved, with Lock, Small Size, Length 100 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-021t,"8-021T Barraquer Porte-aiguille, 12.00 Mm Fine Mors, Courbe, Sans Lock, Petite Taille, Longueur 100 Mm, Titane","8-021T Barraquer Needle Holder, 12.00 Mm Fine Jaws, Curved, Without Lock, Small Size, Length 100 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-024t,"8-024T Barraquer Porte-aiguille, 8.00 Mm Extra Fine Mors, Courbe, avec Lock, Petite Taille, Longueur 100 Mm, Titane","8-024T Barraquer Needle Holder, 8.00 Mm Extra Fine Jaws, Curved, with Lock, Small Size, Length 100 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-025t,"8-025T Barraquer Porte-aiguille, 8.00 Mm Extra Fine Mors, Courbe, Sans Lock, Petite Taille, Longueur 100 Mm, Titane","8-025T Barraquer Needle Holder, 8.00 Mm Extra Fine Jaws, Curved, Without Lock, Small Size, Length 100 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-030t,"8-030T Barraquer Porte-aiguille, 12.00 Mm Standard Mors, Courbe, avec Lock, Taille Moyenne, Longueur 115 Mm, Titane","8-030T Barraquer Needle Holder, 12.00 Mm Standard Jaws, Curved, with Lock, Medium Size, Length 115 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-031s,"8-031S Barraquer Porte-aiguille, 12.00 Mm Standard Mors, Courbe, Sans Lock, Taille Moyenne, Longueur 115 Mm, Acier Inoxydable","8-031S Barraquer Needle Holder, 12.00 Mm Standard Jaws, Curved, Without Lock, Medium Size, Length 115 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-031t,"8-031T Barraquer Porte-aiguille, 12.00 Mm Standard Mors, Courbe, Sans Lock, Taille Moyenne, Longueur 115 Mm, Titane","8-031T Barraquer Needle Holder, 12.00 Mm Standard Jaws, Curved, Without Lock, Medium Size, Length 115 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-040t,"8-040T Barraquer Porte-aiguille, 12.00 Mm Fine Mors, Courbe, avec Lock, Taille Moyenne, Longueur 115 Mm, Titane","8-040T Barraquer Needle Holder, 12.00 Mm Fine Jaws, Curved, with Lock, Medium Size, Length 115 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-041t,"8-041T Barraquer Porte-aiguille, 12.00 Mm Fine Mors, Courbe, Sans Lock, Taille Moyenne, Longueur 115 Mm, Titane","8-041T Barraquer Needle Holder, 12.00 Mm Fine Jaws, Curved, Without Lock, Medium Size, Length 115 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-045s,"8-045S Barraquer Porte-aiguille, 8.00 Mm Extra Fine Mors, Courbe, Sans Lock, Taille Moyenne, Longueur 115 Mm, Acier Inoxydable","8-045S Barraquer Needle Holder, 8.00 Mm Extra Fine Jaws, Curved, Without Lock, Medium Size, Length 115 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-045t,"8-045T Barraquer Porte-aiguille, 8.00 Mm Extra Fine Mors, Courbe, Sans Lock, Taille Moyenne, Longueur 115 Mm, Titane","8-045T Barraquer Needle Holder, 8.00 Mm Extra Fine Jaws, Curved, Without Lock, Medium Size, Length 115 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-050t,"8-050T Barraquer Porte-aiguille, 8.00 Mm Extra Fine Mors, Courbe, avec Lock, Long Taille, Longueur 125 Mm, Titane","8-050T Barraquer Needle Holder, 8.00 Mm Extra Fine Jaws, Curved, with Lock, Long Size, Length 125 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-051t,"8-051T Barraquer Porte-aiguille, 8.00 Mm Extra Fine Mors, Courbe, Sans Lock, Long Taille, Longueur 125 Mm, Titane","8-051T Barraquer Needle Holder, 8.00 Mm Extra Fine Jaws, Curved, Without Lock, Long Size, Length 125 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-060t,"8-060T Barraquer Porte-aiguille, 12.00 Mm Standard Mors, Courbe, avec Lock, Long Taille, Longueur 125 Mm, Titane","8-060T Barraquer Needle Holder, 12.00 Mm Standard Jaws, Curved, with Lock, Long Size, Length 125 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-061t,"8-061T Barraquer Porte-aiguille, 12.00 Mm Standard Mors, Courbe, Sans Lock, Long Taille, Longueur 125 Mm, Titane","8-061T Barraquer Needle Holder, 12.00 Mm Standard Jaws, Curved, Without Lock, Long Size, Length 125 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-070t,"8-070T Barraquer Porte-aiguille, 12.00 Mm Fine Mors, Courbe, avec Lock, Long Taille, Longueur 125 Mm, Titane","8-070T Barraquer Needle Holder, 12.00 Mm Fine Jaws, Curved, with Lock, Long Size, Length 125 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-071s,"8-071S Barraquer Porte-aiguille, 12.00 Mm Fine Mors, Courbe, Sans Lock, Long Taille, Longueur 125 Mm, Acier Inoxydable","8-071S Barraquer Needle Holder, 12.00 Mm Fine Jaws, Curved, Without Lock, Long Size, Length 125 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-071t,"8-071T Barraquer Porte-aiguille, 12.00 Mm Fine Mors, Courbe, Sans Lock, Long Taille, Longueur 125 Mm, Titane","8-071T Barraquer Needle Holder, 12.00 Mm Fine Jaws, Curved, Without Lock, Long Size, Length 125 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-080t,"8-080T Kalt Porte-aiguille, Standard Droit 10.50 Mm Mors, Longueur 135 Mm, Titane","8-080T Kalt Needle Holder, Standard Straight 10.50 Mm Jaws, Length 135 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-090t,"8-090T Barraquer Porte-aiguille, 12.00 Mm Strong Mors, Courbe, avec Lock, Long Taille, Longueur 125 Mm, Titane","8-090T Barraquer Needle Holder, 12.00 Mm Strong Jaws, Curved, with Lock, Long Size, Length 125 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-091t,"8-091T Barraquer Porte-aiguille, 12.00 Mm Strong Mors, Courbe, Sans Lock, Long Taille, Longueur 125 Mm, Titane","8-091T Barraquer Needle Holder, 12.00 Mm Strong Jaws, Curved, Without Lock, Long Size, Length 125 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-0921s,"8-0921S Castroviejo Porte-aiguille, 13.50 Mm Délicat Mors, Droit, avec Lock, Longueur 122 Mm, Acier Inoxydable","8-0921S Castroviejo Needle Holder, 13.50 Mm Delicate Jaws, Straight, with Lock, Length 122 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-0921t,"8-0921T Castroviejo Porte-aiguille, Droit, avec Lock, 13.50 Mm Délicat Mors, Longueur 122 Mm, Titane","8-0921T Castroviejo Needle Holder, Straight, with Lock, 13.50 Mm Delicate Jaws, Length 122 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-096s,"8-096S Castroviejo Porte-aiguille, Délicat Mors, 8.00 Mm Gripping Surface, Courbe, Sans Lock, Longueur 135 Mm, Acier Inoxydable","8-096S Castroviejo Needle Holder, Delicate Jaws, 8.00 Mm Gripping Surface, Curved, Without Lock, Length 135 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-096t,"8-096T Castroviejo Porte-aiguille, Délicat Mors, Gripping Surface 8.00 Mm, Courbe, Sans Lock, Longueur 135 Mm, Titane","8-096T Castroviejo Needle Holder, Delicate Jaws, Gripping Surface 8.00 Mm, Curved, Without Lock, Length 135 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-100s,"8-100S Castroviejo Porte-aiguille, Standard Mors, 11.00 Mm Gripping Surface, Courbe, avec Lock, Longueur 140 Mm, Acier Inoxydable","8-100S Castroviejo Needle Holder, Standard Jaws, 11.00 Mm Gripping Surface, Curved, with Lock, Length 140 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-100t,"8-100T Castroviejo Porte-aiguille, Standard Mors, 11.00 Mm Gripping Surface, Courbe, avec Lock, Longueur 140 Mm, Titane","8-100T Castroviejo Needle Holder, Standard Jaws, 11.00 Mm Gripping Surface, Curved, with Lock, Length 140 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-102s,"Porte-aiguille/Ciseaux Ing 8-102S, Droit, Pour Coupe de Suture Uniquement, Mors 15.00 Mm, Longueur 105 Mm, Acier Inoxydable","8-102S Ing's Needle Holder/scissors, Straight, Used to Cut Suture Only, 15.00 Mm Jaws, Length 105 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
8-1211,"8-1211-23 Intraoculaire Porte-aiguille, 23 Ga, Embout Only","8-1211-23 Intraocular Needle Holder, 23 Ga, Tip Only",rumex,Ophtalmologie,Instruments,oph-instruments,active
9-010s,"9-010S Bowman Sonde Lacrymale, Taille 0000-000, Longueur 133 Mm, Acier Inoxydable","9-010S Bowman Lacrimal Probe, Size 0000-000, Length 133 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
9-011s,"9-011S Bowman Sonde Lacrymale, Taille 00-0, Longueur 133 Mm, Acier Inoxydable","9-011S Bowman Lacrimal Probe, Size 00-0, Length 133 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
9-012s,"9-012S Bowman Sonde Lacrymale, Taille 1-2, Longueur 133 Mm, Acier Inoxydable","9-012S Bowman Lacrimal Probe, Size 1-2, Length 133 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
9-013s,"9-013S Bowman Sonde Lacrymale, Taille 3-4, Longueur 133 Mm, Acier Inoxydable","9-013S Bowman Lacrimal Probe, Size 3-4, Length 133 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
9-014s,"9-014S Bowman Sonde Lacrymale, Taille 5-6, Longueur 133 Mm, Acier Inoxydable","9-014S Bowman Lacrimal Probe, Size 5-6, Length 133 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
9-015s,"9-015S Bowman Sonde Lacrymale, Taille 7-8, Longueur 133 Mm, Acier Inoxydable","9-015S Bowman Lacrimal Probe, Size 7-8, Length 133 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
9-021s,"9-021S Quickert Lacrymal Intubation Sonde, Taille 0, Longueur 140 Mm, Acier Inoxydable","9-021S Quickert Lacrimal Intubation Probe, Size 0, Length 140 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
9-023s,"9-023S Quickert Lacrymal Intubation Sonde, Taille 2, Longueur 140 Mm, Acier Inoxydable","9-023S Quickert Lacrimal Intubation Probe, Size 2, Length 140 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
9-031,"9-031 Pigtail Sonde Lacrymale, 8.00 Mm Probes avec Holes, Polished Embout, Longueur 125 Mm, Round Titane Dentelé Manche","9-031 Pigtail Lacrimal Probe, 8.00 Mm Probes with Holes, Polished Tip, Length 125 Mm, Round Titanium Serrated Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
9-031s,"9-031S Pigtail Sonde Lacrymale, 8.00 Mm Probes avec Holes, Polished Embout, Round Manche, Longueur 125 Mm, Acier Inoxydable","9-031S Pigtail Lacrimal Probe, 8.00 Mm Probes with Holes, Polished Tip, Round Handle, Length 125 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
9-050s,"9-050S Wilder Dilatateur Lacrymal, Taille 1, 19.00 Mm Taper, Longueur 100 Mm, Acier Inoxydable","9-050S Wilder Lacrimal Dilator, Size 1, 19.00 Mm Taper, Length 100 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
9-050t,"9-050T Wilder Dilatateur Lacrymal, Taille 1, 19.00 Mm Taper, Longueur 100 Mm, Titane","9-050T Wilder Lacrimal Dilator, Size 1, 19.00 Mm Taper, Length 100 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
9-051s,"9-051S Wilder Dilatateur Lacrymal, Taille 2, 23.00 Mm Taper, Longueur 100 Mm, Acier Inoxydable","9-051S Wilder Lacrimal Dilator, Size 2, 23.00 Mm Taper, Length 100 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
9-051t,"9-051T Wilder Dilatateur Lacrymal, Taille 2, 23.00 Mm Taper, Longueur 100 Mm, Titane","9-051T Wilder Lacrimal Dilator, Size 2, 23.00 Mm Taper, Length 100 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
9-052t,"9-052T Wilder Dilatateur Lacrymal, Taille 3, 32.00 Mm Taper, Longueur 100 Mm, Titane","9-052T Wilder Lacrimal Dilator, Size 3, 32.00 Mm Taper, Length 100 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
9-060s,"9-060S Castroviejo à Double Extrémité Dilatateur Lacrymal, Taille 1 & 2, Longueur 100 Mm, Acier Inoxydable","9-060S Castroviejo Double-ended Lacrimal Dilator, Size 1 & 2, Length 100 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
9-060t,"9-060T Castroviejo à Double Extrémité Dilatateur Lacrymal, Taille 1 & 2, Longueur 100 Mm, Titane","9-060T Castroviejo Double-ended Lacrimal Dilator, Size 1 & 2, Length 100 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
CAT-22,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
CAT-24,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
CC-22,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
CC-24,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
CC-26,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
CC-27,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
CC-30,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
CCD-22,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
CCD-24,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
CCD-26,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
CCD-27,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
CR-20,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
PD-60,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
PK-11,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
SL-22,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
SL-24,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
SL-26,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
SL-27,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
SL-28,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
SL-32,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
SMARTSIL,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
SMARTVIS,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
SP-15,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
SP-30,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
SP-45,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
SUPREMEV,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
TR-10,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
TR-17,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
VRA-19,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
VRA-20,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
VRA-23,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
VRS-19,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
VRS-20,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
VRS-23,Instrument RUMEX,RUMEX Instrument,rumex,Ophtalmologie,Instruments,oph-instruments,active
"SCC10S, SCC12S, SCC14S, SCC16S, SCC18S, SCC20S, SCC22S, SCC24S, SCC25S, SCC26S, SCC265S, SCC275S, SCC28S, SCC285S, SCC30S, SCC32S",Instrument SURGICON-AG,SURGICON-AG Instrument,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
"SCC10SP, SCC12SP, SCC14SP, SCC16SP, SCC18SP, SCC20SP, SCC22SP, SCC24SP, SCC25SP, SCC26SP, SCC265SP, SCC275SP, SCC28SP, SCC285SP, SCC30SP, SCC32SP",Instrument SURGICON-AG,SURGICON-AG Instrument,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
"SCC18, SCC20, SCC22, SCC24, SCC25, SCC26, SCC265, SCC275, SCC28, SCC285, SCC30, SCC32",Instrument SURGICON-AG,SURGICON-AG Instrument,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
"SCC18P, SCC20P, SCC22P, SCC24P, SCC25P, SCC26P, SCC265P, SCC275P, SCC28P, SCC285P, SCC30P, SCC32P",Instrument SURGICON-AG,SURGICON-AG Instrument,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
"SCD22, SCD26",Instrument SURGICON-AG,SURGICON-AG Instrument,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
"SCD22P, SCD26P",Instrument SURGICON-AG,SURGICON-AG Instrument,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
SCS26,Couteau Croissant-droit,Crescent Knife-straight,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
SCS26P,Couteau Croissant-droit PROTECT,Crescent Knife-straight PROTECT,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
"SCU20, SCU22, SCU26",Instrument SURGICON-AG,SURGICON-AG Instrument,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
"SCU20P, SCU22P, SCU26P",Instrument SURGICON-AG,SURGICON-AG Instrument,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
"SFIPB21, SFPRB21, SFIRR21, SFB21",Instrument SURGICON-AG,SURGICON-AG Instrument,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
"SSL10S, SSL12S, SSL14S, SSL16S, SSL18S, SSL20S, SSL22S, SSL24S, SSL25S, SSL26S, SSL265S, SSL275S, SSL28S, SSL285S, SSL30S, SSL32S",Instrument SURGICON-AG,SURGICON-AG Instrument,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
"SSL10SP, SSL12SP, SSL14SP, SSL16SP, SSL18SP, SSL20SP, SSL22SP, SSL24SP, SSL25SP, SSL26SP, SSL265SP, SSL275SP, SSL28SP, SSL285SP, SSL30SP, SSL32SP",Instrument SURGICON-AG,SURGICON-AG Instrument,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
"SSL18, SSL20, SSL22, SSL24, SSL25, SSL26, SSL265, SSL275, SSL28, SSL285, SSL30, SSL32",Instrument SURGICON-AG,SURGICON-AG Instrument,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
"SSL18P, SSL20P, SSL22P, SSL24P, SSL25P, SSL26P, SSL265P, SSL275P, SSL28P, SSL285P, SSL30P, SSL32P",Instrument SURGICON-AG,SURGICON-AG Instrument,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
"SST15, SST22, SST30, SST45",Instrument SURGICON-AG,SURGICON-AG Instrument,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
"SST15P, SST22P, SST30P, SST45P",Instrument SURGICON-AG,SURGICON-AG Instrument,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
"SVR19, SVR20, SVR23, SVR24, SVR25",Instrument SURGICON-AG,SURGICON-AG Instrument,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
"SVR19A, SVR20A, SVR21A, SVR23A, SVR24A, SVR25A",Instrument SURGICON-AG,SURGICON-AG Instrument,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
"SVR19AP, SVR20AP, SVR21AP, SVR23AP, SVR24AP, SVR25AP",Instrument SURGICON-AG,SURGICON-AG Instrument,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
"SVR19P, SVR20P, SVR23P, SVR24P, SVR25P",Instrument SURGICON-AG,SURGICON-AG Instrument,surgicon-ag,Ophtalmologie,Instruments,oph-instruments,active
10-3000,Pinces Réutilisables Droites DIA,DIA Reusable Forceps Straight,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
10-3001,Pinces Réutilisables Courbes DIA,DIA Reusable Forceps Curved,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
10-4001V,Câble Bipolaire Jetable Stérile DIA,DIA Disposable Bipolar Cable Sterile,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
10-6000V,Câble Bipolaire Réutilisable DIA,DIA Reusable Bipolar Cable,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
14-1080,Pinces Jetables Courbes DIA,DIA Disposable Forceps Curved,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
14-3000,Pinces Jetables Droites DIA,DIA Disposable Forceps Straight,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
14-5000,Stylo Jetable Droit DIA,DIA Disposable Pencil Straight,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
14-7000,Stylo Réutilisable Droit DIA,DIA Reusable Pencil Straight,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-0100-A,Sophi Eco,Sophi Eco,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-0100-ACW,Sophi Premium,Sophi Premium,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-0107-002,Batterie Lithium-Ion (BMS),Lithium-Ion Battery (BMS),this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-0109,Plateau Sophi,Tray Sophi,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-0170-001,Boîte de Transport Sophi,Transport Box Sophi,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-0170-005,Housse Sophi,Cover Sophi,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-0199-101,Câble de Terre Sophi,Earth Cable Sophi,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-0199-300,Transmetteur Vidéo Wi-Fi Sophi,Wi-Fi Video Transmitter Sophi,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-0199-801,Câble Pédale Sophi,Foot Pedal Cable Sophi,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-1200,Cassette Péristaltique Sophi,Cassette Peristaltic Sophi,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-1203,Cassette Péristaltique Sophi Eco,Cassette Peristaltic Sophi Eco,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-1210,Cassette Péristaltique & Venturi Sophi,Cassette Peristaltic & Venturi Sophi,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-1290,Set de Tubulures pour Cassette Jour Sophi,Tubing Set for Day Cassette Sophi,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-1300,Pédale Sophi,Foot Pedal Sophi,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-1400,Plateau Sophi Compact,Tray Sophi Compact,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-2001,Pièce à Main Phaco Sophi,Phaco Handpiece Sophi,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-2010,Pièce à Main Phaco Sophi Eco,Phaco Handpiece Sophi Eco,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-2020,Set Phaco Sophi - 20G,Phaco Set Sophi - 20G,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-2021,Set Phaco Sophi - 21G,Phaco Set Sophi - 21G,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-2023,Set Phaco Sophi - 23G,Phaco Set Sophi - 23G,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-2130,Set Pièce à Main I/A Bimanuelle Sophi - 21G Avion,I/A Bimanual Handpiece Set Sophi – 21G Aeroplane,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-2220,Set Pièce à Main I/A Coaxiale Sophi - 20G/45°,I/A Coaxial Handpiece Set Sophi - 20G/45°,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-2221,Set Pièce à Main I/A Coaxiale Sophi - 21G/45°,I/A Coaxial Handpiece Set Sophi - 21G/45°,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-2243,Set Pièce à Main I/A Coaxiale Sophi - 21G/45° Embout Souple,I/A Coaxial Handpiece Set Sophi - 21G/45° Soft Tip,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-2323,Cutter Vitrectomie Sophi - 23G,Vitrectomy Cutter Sophi – 23G,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
1401-2720,Set Phaco Sophi Courbé - 20G,Phaco Set Sophi - 20G Curved,this-ag-(sophi),Ophtalmologie,Instruments,oph-instruments,active
