referenceFournisseur,constructeur,categoryId,nom_fr,nom_en,description_fr,description_en,ficheTechnique_fr,ficheTechnique_en,pdfBrochureUrl,imageUrls,status,featured,originalReference,processedSlug,variantIndex
C-008.33.610,heine,surgery-instruments,Omega 600 Ophtalmoscope Indirect - C-008.33.610,Omega 600 Indirect Ophthalmoscope - C-008.33.610,"Lightest high-end ophtalmoscope indirect worldwide avec Good Design Award 2021. Unique visionBOOST pour up to 20% better view in media opacities. Brightest fundus image avec true color LEDHQ (3-100%, up to 245% boost). Sharpest fundus image avec supérieur glass optics. Unique Stereoscopic Adjustment Technology pour best 3D imaging. SmoothSURFACE design pour easy disinfection. Integrated compact lithium polymer batterie. Flip-up","Lightest high-end indirect ophthalmoscope worldwide with Good Design Award 2021. Unique visionBOOST for up to 20% better view in media opacities. Brightest fundus image with true color LEDHQ (3-100%, up to 245% boost). Sharpest fundus image with superior glass optics. Unique Stereoscopic Adjustment Technology for best 3D imaging. SmoothSURFACE design for easy disinfection. Integrated compact lithium polymer battery. Flip-up",,,,https://www.heine.com/fileadmin/_processed_/f/c/csm_C-008.33.610-HEINE-IndirectOphthalmoscope-OMEGA600-additional_fa473842c0.png,active,false,"C-008.33.610, C-008.33.611, C-008.33.612, C-008.33.620, C-008.33.621, C-008.33.622",heine-c-008-33-610-omega-600,0
C-008.33.611,heine,surgery-instruments,Omega 600 Ophtalmoscope Indirect - C-008.33.611,Omega 600 Indirect Ophthalmoscope - C-008.33.611,"Lightest high-end ophtalmoscope indirect worldwide avec Good Design Award 2021. Unique visionBOOST pour up to 20% better view in media opacities. Brightest fundus image avec true color LEDHQ (3-100%, up to 245% boost). Sharpest fundus image avec supérieur glass optics. Unique Stereoscopic Adjustment Technology pour best 3D imaging. SmoothSURFACE design pour easy disinfection. Integrated compact lithium polymer batterie. Flip-up","Lightest high-end indirect ophthalmoscope worldwide with Good Design Award 2021. Unique visionBOOST for up to 20% better view in media opacities. Brightest fundus image with true color LEDHQ (3-100%, up to 245% boost). Sharpest fundus image with superior glass optics. Unique Stereoscopic Adjustment Technology for best 3D imaging. SmoothSURFACE design for easy disinfection. Integrated compact lithium polymer battery. Flip-up",,,,https://www.heine.com/fileadmin/_processed_/f/c/csm_C-008.33.610-HEINE-IndirectOphthalmoscope-OMEGA600-additional_fa473842c0.png,active,false,"C-008.33.610, C-008.33.611, C-008.33.612, C-008.33.620, C-008.33.621, C-008.33.622",heine-c-008-33-611-omega-600,1
C-008.33.612,heine,surgery-instruments,Omega 600 Ophtalmoscope Indirect - C-008.33.612,Omega 600 Indirect Ophthalmoscope - C-008.33.612,"Lightest high-end ophtalmoscope indirect worldwide avec Good Design Award 2021. Unique visionBOOST pour up to 20% better view in media opacities. Brightest fundus image avec true color LEDHQ (3-100%, up to 245% boost). Sharpest fundus image avec supérieur glass optics. Unique Stereoscopic Adjustment Technology pour best 3D imaging. SmoothSURFACE design pour easy disinfection. Integrated compact lithium polymer batterie. Flip-up","Lightest high-end indirect ophthalmoscope worldwide with Good Design Award 2021. Unique visionBOOST for up to 20% better view in media opacities. Brightest fundus image with true color LEDHQ (3-100%, up to 245% boost). Sharpest fundus image with superior glass optics. Unique Stereoscopic Adjustment Technology for best 3D imaging. SmoothSURFACE design for easy disinfection. Integrated compact lithium polymer battery. Flip-up",,,,https://www.heine.com/fileadmin/_processed_/f/c/csm_C-008.33.610-HEINE-IndirectOphthalmoscope-OMEGA600-additional_fa473842c0.png,active,false,"C-008.33.610, C-008.33.611, C-008.33.612, C-008.33.620, C-008.33.621, C-008.33.622",heine-c-008-33-612-omega-600,2
C-008.33.620,heine,surgery-instruments,Omega 600 Ophtalmoscope Indirect - C-008.33.620,Omega 600 Indirect Ophthalmoscope - C-008.33.620,"Lightest high-end ophtalmoscope indirect worldwide avec Good Design Award 2021. Unique visionBOOST pour up to 20% better view in media opacities. Brightest fundus image avec true color LEDHQ (3-100%, up to 245% boost). Sharpest fundus image avec supérieur glass optics. Unique Stereoscopic Adjustment Technology pour best 3D imaging. SmoothSURFACE design pour easy disinfection. Integrated compact lithium polymer batterie. Flip-up","Lightest high-end indirect ophthalmoscope worldwide with Good Design Award 2021. Unique visionBOOST for up to 20% better view in media opacities. Brightest fundus image with true color LEDHQ (3-100%, up to 245% boost). Sharpest fundus image with superior glass optics. Unique Stereoscopic Adjustment Technology for best 3D imaging. SmoothSURFACE design for easy disinfection. Integrated compact lithium polymer battery. Flip-up",,,,https://www.heine.com/fileadmin/_processed_/f/c/csm_C-008.33.610-HEINE-IndirectOphthalmoscope-OMEGA600-additional_fa473842c0.png,active,false,"C-008.33.610, C-008.33.611, C-008.33.612, C-008.33.620, C-008.33.621, C-008.33.622",heine-c-008-33-620-omega-600,3
C-008.33.621,heine,surgery-instruments,Omega 600 Ophtalmoscope Indirect - C-008.33.621,Omega 600 Indirect Ophthalmoscope - C-008.33.621,"Lightest high-end ophtalmoscope indirect worldwide avec Good Design Award 2021. Unique visionBOOST pour up to 20% better view in media opacities. Brightest fundus image avec true color LEDHQ (3-100%, up to 245% boost). Sharpest fundus image avec supérieur glass optics. Unique Stereoscopic Adjustment Technology pour best 3D imaging. SmoothSURFACE design pour easy disinfection. Integrated compact lithium polymer batterie. Flip-up","Lightest high-end indirect ophthalmoscope worldwide with Good Design Award 2021. Unique visionBOOST for up to 20% better view in media opacities. Brightest fundus image with true color LEDHQ (3-100%, up to 245% boost). Sharpest fundus image with superior glass optics. Unique Stereoscopic Adjustment Technology for best 3D imaging. SmoothSURFACE design for easy disinfection. Integrated compact lithium polymer battery. Flip-up",,,,https://www.heine.com/fileadmin/_processed_/f/c/csm_C-008.33.610-HEINE-IndirectOphthalmoscope-OMEGA600-additional_fa473842c0.png,active,false,"C-008.33.610, C-008.33.611, C-008.33.612, C-008.33.620, C-008.33.621, C-008.33.622",heine-c-008-33-621-omega-600,4
C-008.33.622,heine,surgery-instruments,Omega 600 Ophtalmoscope Indirect - C-008.33.622,Omega 600 Indirect Ophthalmoscope - C-008.33.622,"Lightest high-end ophtalmoscope indirect worldwide avec Good Design Award 2021. Unique visionBOOST pour up to 20% better view in media opacities. Brightest fundus image avec true color LEDHQ (3-100%, up to 245% boost). Sharpest fundus image avec supérieur glass optics. Unique Stereoscopic Adjustment Technology pour best 3D imaging. SmoothSURFACE design pour easy disinfection. Integrated compact lithium polymer batterie. Flip-up","Lightest high-end indirect ophthalmoscope worldwide with Good Design Award 2021. Unique visionBOOST for up to 20% better view in media opacities. Brightest fundus image with true color LEDHQ (3-100%, up to 245% boost). Sharpest fundus image with superior glass optics. Unique Stereoscopic Adjustment Technology for best 3D imaging. SmoothSURFACE design for easy disinfection. Integrated compact lithium polymer battery. Flip-up",,,,https://www.heine.com/fileadmin/_processed_/f/c/csm_C-008.33.610-HEINE-IndirectOphthalmoscope-OMEGA600-additional_fa473842c0.png,active,false,"C-008.33.610, C-008.33.611, C-008.33.612, C-008.33.620, C-008.33.621, C-008.33.622",heine-c-008-33-622-omega-600,5
C-011.28.388,heine,surgery-instruments,Beta 200 LED Diagnostic Ensemble (ophtalmoscope + Otoscope) - C-011.28.388,Beta 200 LED Diagnostic Set (ophthalmoscope + Otoscope) - C-011.28.388,Reliable diagnostic avec outstanding durability. BETA 200 LED ophtalmoscope avec special optical système pour clear fundus images. Combined avec BETA 200 LED F.O. otoscope featuring exceptional durability et optimum grossissement. LEDHQ illumination. ensemble includes: BETA 200 LED,Reliable diagnosis with outstanding durability. BETA 200 LED Ophthalmoscope with special optical system for clear fundus images. Combined with BETA 200 LED F.O. Otoscope featuring exceptional durability and optimum magnification. LEDHQ illumination. Set includes: BETA 200 LED,,,,https://www.heine.com/fileadmin/_processed_/1/c/csm_A-132.28.388-HEINE-BETA200-LED-otoscope-ophtalmoscope-set-usb-2_2927c0f5ee.png,active,false,"C-011.28.388, C-010.28.388, C-261.28.388, C-144.28.388",heine-c-011-28-388-beta-200,0
C-010.28.388,heine,surgery-instruments,Beta 200 LED Diagnostic Ensemble (ophtalmoscope + Otoscope) - C-010.28.388,Beta 200 LED Diagnostic Set (ophthalmoscope + Otoscope) - C-010.28.388,Reliable diagnostic avec outstanding durability. BETA 200 LED ophtalmoscope avec special optical système pour clear fundus images. Combined avec BETA 200 LED F.O. otoscope featuring exceptional durability et optimum grossissement. LEDHQ illumination. ensemble includes: BETA 200 LED,Reliable diagnosis with outstanding durability. BETA 200 LED Ophthalmoscope with special optical system for clear fundus images. Combined with BETA 200 LED F.O. Otoscope featuring exceptional durability and optimum magnification. LEDHQ illumination. Set includes: BETA 200 LED,,,,https://www.heine.com/fileadmin/_processed_/1/c/csm_A-132.28.388-HEINE-BETA200-LED-otoscope-ophtalmoscope-set-usb-2_2927c0f5ee.png,active,false,"C-011.28.388, C-010.28.388, C-261.28.388, C-144.28.388",heine-c-010-28-388-beta-200,1
C-261.28.388,heine,surgery-instruments,Beta 200 LED Diagnostic Ensemble (ophtalmoscope + Otoscope) - C-261.28.388,Beta 200 LED Diagnostic Set (ophthalmoscope + Otoscope) - C-261.28.388,Reliable diagnostic avec outstanding durability. BETA 200 LED ophtalmoscope avec special optical système pour clear fundus images. Combined avec BETA 200 LED F.O. otoscope featuring exceptional durability et optimum grossissement. LEDHQ illumination. ensemble includes: BETA 200 LED,Reliable diagnosis with outstanding durability. BETA 200 LED Ophthalmoscope with special optical system for clear fundus images. Combined with BETA 200 LED F.O. Otoscope featuring exceptional durability and optimum magnification. LEDHQ illumination. Set includes: BETA 200 LED,,,,https://www.heine.com/fileadmin/_processed_/1/c/csm_A-132.28.388-HEINE-BETA200-LED-otoscope-ophtalmoscope-set-usb-2_2927c0f5ee.png,active,false,"C-011.28.388, C-010.28.388, C-261.28.388, C-144.28.388",heine-c-261-28-388-beta-200,2
C-144.28.388,heine,surgery-instruments,Beta 200 LED Diagnostic Ensemble (ophtalmoscope + Otoscope) - C-144.28.388,Beta 200 LED Diagnostic Set (ophthalmoscope + Otoscope) - C-144.28.388,Reliable diagnostic avec outstanding durability. BETA 200 LED ophtalmoscope avec special optical système pour clear fundus images. Combined avec BETA 200 LED F.O. otoscope featuring exceptional durability et optimum grossissement. LEDHQ illumination. ensemble includes: BETA 200 LED,Reliable diagnosis with outstanding durability. BETA 200 LED Ophthalmoscope with special optical system for clear fundus images. Combined with BETA 200 LED F.O. Otoscope featuring exceptional durability and optimum magnification. LEDHQ illumination. Set includes: BETA 200 LED,,,,https://www.heine.com/fileadmin/_processed_/1/c/csm_A-132.28.388-HEINE-BETA200-LED-otoscope-ophtalmoscope-set-usb-2_2927c0f5ee.png,active,false,"C-011.28.388, C-010.28.388, C-261.28.388, C-144.28.388",heine-c-144-28-388-beta-200,3
"C-011.28.388, C-144.28.388, C-261.28.388",heine,surgery-instruments,Beta 400/200 LED Diagnostic Ensemble (otoscope + Ophtalmoscope),Beta 400/200 LED Diagnostic Set (otoscope + Ophthalmoscope),Detailed view avec outstanding durability. BETA 400 F.O. otoscope avec highest 4.2x grossissement. BETA 200 LED ophtalmoscope avec special optical système pour clear fundus images. LEDHQ illumination. ensemble includes: BETA 200 LED,Detailed view with outstanding durability. BETA 400 F.O. Otoscope with highest 4.2x magnification. BETA 200 LED Ophthalmoscope with special optical system for clear fundus images. LEDHQ illumination. Set includes: BETA 200 LED,,,,https://www.heine.com/fileadmin/_processed_/1/c/csm_A-132.28.388-HEINE-BETA200-LED-otoscope-ophtalmoscope-set-usb-2_2927c0f5ee.png,active,false,"C-011.28.388, C-144.28.388, C-261.28.388",heine-c-011-28-388-c-144-28-388-c-261-28-388-beta-400-200,0
C-014.10.118,heine,ophthalmology-diagnostic,Beta 200 LED Retinoscope - C-014.10.118,Beta 200 LED Retinoscope - C-014.10.118,Hand-held retinoscope pour objective refraction avec totally even LEDHQ illumination pour a precise streak. Reliable measurement de eye's refraction. Precise parallel beam path adjustment via ParaStop. très bright fundus reflex avec 1.1mm line largeur (ISO 12865 < 1.5mm) et 35mm line longueur. Patented continuous dimmability 3-100%. Polarisation filtre eliminates stray lumière. métal controls pour exceptional durability. Convenient thumb opération avec simple control pour vergence et line rotation.,Hand-held retinoscope for objective refraction with totally even LEDHQ illumination for a precise streak. Reliable measurement of eye's refraction. Precise parallel beam path adjustment via ParaStop. Very bright fundus reflex with 1.1mm line width (ISO 12865 < 1.5mm) and 35mm line length. Patented continuous dimmability 3-100%. Polarisation filter eliminates stray light. Metal controls for exceptional durability. Convenient thumb operation with single control for vergence and line rotation.,,,,https://www.heine.com/fileadmin/_processed_/7/1/csm_C-014.10.118-HEINE-Retinoscope-BETA200-Diagnostic-Kit-main_cd2f01a6c0.png,active,false,"C-014.10.118, C-014.28.388, C-034.10.118, C-034.28.388",beta-200-led-retinoscope-c-014-10-118,0
C-014.28.388,heine,ophthalmology-diagnostic,Beta 200 LED Retinoscope - C-014.28.388,Beta 200 LED Retinoscope - C-014.28.388,Hand-held retinoscope pour objective refraction avec totally even LEDHQ illumination pour a precise streak. Reliable measurement de eye's refraction. Precise parallel beam path adjustment via ParaStop. très bright fundus reflex avec 1.1mm line largeur (ISO 12865 < 1.5mm) et 35mm line longueur. Patented continuous dimmability 3-100%. Polarisation filtre eliminates stray lumière. métal controls pour exceptional durability. Convenient thumb opération avec simple control pour vergence et line rotation.,Hand-held retinoscope for objective refraction with totally even LEDHQ illumination for a precise streak. Reliable measurement of eye's refraction. Precise parallel beam path adjustment via ParaStop. Very bright fundus reflex with 1.1mm line width (ISO 12865 < 1.5mm) and 35mm line length. Patented continuous dimmability 3-100%. Polarisation filter eliminates stray light. Metal controls for exceptional durability. Convenient thumb operation with single control for vergence and line rotation.,,,,https://www.heine.com/fileadmin/_processed_/7/1/csm_C-014.10.118-HEINE-Retinoscope-BETA200-Diagnostic-Kit-main_cd2f01a6c0.png,active,false,"C-014.10.118, C-014.28.388, C-034.10.118, C-034.28.388",beta-200-led-retinoscope-c-014-28-388,1
C-034.10.118,heine,ophthalmology-diagnostic,Beta 200 LED Retinoscope - C-034.10.118,Beta 200 LED Retinoscope - C-034.10.118,Hand-held retinoscope pour objective refraction avec totally even LEDHQ illumination pour a precise streak. Reliable measurement de eye's refraction. Precise parallel beam path adjustment via ParaStop. très bright fundus reflex avec 1.1mm line largeur (ISO 12865 < 1.5mm) et 35mm line longueur. Patented continuous dimmability 3-100%. Polarisation filtre eliminates stray lumière. métal controls pour exceptional durability. Convenient thumb opération avec simple control pour vergence et line rotation.,Hand-held retinoscope for objective refraction with totally even LEDHQ illumination for a precise streak. Reliable measurement of eye's refraction. Precise parallel beam path adjustment via ParaStop. Very bright fundus reflex with 1.1mm line width (ISO 12865 < 1.5mm) and 35mm line length. Patented continuous dimmability 3-100%. Polarisation filter eliminates stray light. Metal controls for exceptional durability. Convenient thumb operation with single control for vergence and line rotation.,,,,https://www.heine.com/fileadmin/_processed_/7/1/csm_C-014.10.118-HEINE-Retinoscope-BETA200-Diagnostic-Kit-main_cd2f01a6c0.png,active,false,"C-014.10.118, C-014.28.388, C-034.10.118, C-034.28.388",beta-200-led-retinoscope-c-034-10-118,2
C-034.28.388,heine,ophthalmology-diagnostic,Beta 200 LED Retinoscope - C-034.28.388,Beta 200 LED Retinoscope - C-034.28.388,Hand-held retinoscope pour objective refraction avec totally even LEDHQ illumination pour a precise streak. Reliable measurement de eye's refraction. Precise parallel beam path adjustment via ParaStop. très bright fundus reflex avec 1.1mm line largeur (ISO 12865 < 1.5mm) et 35mm line longueur. Patented continuous dimmability 3-100%. Polarisation filtre eliminates stray lumière. métal controls pour exceptional durability. Convenient thumb opération avec simple control pour vergence et line rotation.,Hand-held retinoscope for objective refraction with totally even LEDHQ illumination for a precise streak. Reliable measurement of eye's refraction. Precise parallel beam path adjustment via ParaStop. Very bright fundus reflex with 1.1mm line width (ISO 12865 < 1.5mm) and 35mm line length. Patented continuous dimmability 3-100%. Polarisation filter eliminates stray light. Metal controls for exceptional durability. Convenient thumb operation with single control for vergence and line rotation.,,,,https://www.heine.com/fileadmin/_processed_/7/1/csm_C-014.10.118-HEINE-Retinoscope-BETA200-Diagnostic-Kit-main_cd2f01a6c0.png,active,false,"C-014.10.118, C-014.28.388, C-034.10.118, C-034.28.388",beta-200-led-retinoscope-c-034-28-388,3
C-034.10.118,heine,ophthalmology-diagnostic,Ophthalmic Diagnostic Ensemble (ophtalmoscope + Retinoscope) - C-034.10.118,Ophthalmic Diagnostic Set (ophthalmoscope + Retinoscope) - C-034.10.118,Combined ophtalmoscope et retinoscope diagnostic ensemble. BETA 200 LED ophtalmoscope avec aspherical optical système. BETA 200 LED Streak Retinoscope pour objective refraction. LEDHQ illumination throughout. ensemble includes: BETA 200 LED,Combined ophthalmoscope and retinoscope diagnostic set. BETA 200 LED Ophthalmoscope with aspherical optical system. BETA 200 LED Streak Retinoscope for objective refraction. LEDHQ illumination throughout. Set includes: BETA 200 LED,,,,https://www.heine.com/fileadmin/_processed_/7/1/csm_C-014.10.118-HEINE-Retinoscope-BETA200-Diagnostic-Kit-main_cd2f01a6c0.png,active,false,"C-034.10.118, C-034.28.388, C-144.10.118, C-261.10.118",heine-c-034-10-118-ophthalmic-diagnostic,0
C-034.28.388,heine,ophthalmology-diagnostic,Ophthalmic Diagnostic Ensemble (ophtalmoscope + Retinoscope) - C-034.28.388,Ophthalmic Diagnostic Set (ophthalmoscope + Retinoscope) - C-034.28.388,Combined ophtalmoscope et retinoscope diagnostic ensemble. BETA 200 LED ophtalmoscope avec aspherical optical système. BETA 200 LED Streak Retinoscope pour objective refraction. LEDHQ illumination throughout. ensemble includes: BETA 200 LED,Combined ophthalmoscope and retinoscope diagnostic set. BETA 200 LED Ophthalmoscope with aspherical optical system. BETA 200 LED Streak Retinoscope for objective refraction. LEDHQ illumination throughout. Set includes: BETA 200 LED,,,,https://www.heine.com/fileadmin/_processed_/7/1/csm_C-014.10.118-HEINE-Retinoscope-BETA200-Diagnostic-Kit-main_cd2f01a6c0.png,active,false,"C-034.10.118, C-034.28.388, C-144.10.118, C-261.10.118",heine-c-034-28-388-ophthalmic-diagnostic,1
C-144.10.118,heine,ophthalmology-diagnostic,Ophthalmic Diagnostic Ensemble (ophtalmoscope + Retinoscope) - C-144.10.118,Ophthalmic Diagnostic Set (ophthalmoscope + Retinoscope) - C-144.10.118,Combined ophtalmoscope et retinoscope diagnostic ensemble. BETA 200 LED ophtalmoscope avec aspherical optical système. BETA 200 LED Streak Retinoscope pour objective refraction. LEDHQ illumination throughout. ensemble includes: BETA 200 LED,Combined ophthalmoscope and retinoscope diagnostic set. BETA 200 LED Ophthalmoscope with aspherical optical system. BETA 200 LED Streak Retinoscope for objective refraction. LEDHQ illumination throughout. Set includes: BETA 200 LED,,,,https://www.heine.com/fileadmin/_processed_/7/1/csm_C-014.10.118-HEINE-Retinoscope-BETA200-Diagnostic-Kit-main_cd2f01a6c0.png,active,false,"C-034.10.118, C-034.28.388, C-144.10.118, C-261.10.118",heine-c-144-10-118-ophthalmic-diagnostic,2
C-261.10.118,heine,ophthalmology-diagnostic,Ophthalmic Diagnostic Ensemble (ophtalmoscope + Retinoscope) - C-261.10.118,Ophthalmic Diagnostic Set (ophthalmoscope + Retinoscope) - C-261.10.118,Combined ophtalmoscope et retinoscope diagnostic ensemble. BETA 200 LED ophtalmoscope avec aspherical optical système. BETA 200 LED Streak Retinoscope pour objective refraction. LEDHQ illumination throughout. ensemble includes: BETA 200 LED,Combined ophthalmoscope and retinoscope diagnostic set. BETA 200 LED Ophthalmoscope with aspherical optical system. BETA 200 LED Streak Retinoscope for objective refraction. LEDHQ illumination throughout. Set includes: BETA 200 LED,,,,https://www.heine.com/fileadmin/_processed_/7/1/csm_C-014.10.118-HEINE-Retinoscope-BETA200-Diagnostic-Kit-main_cd2f01a6c0.png,active,false,"C-034.10.118, C-034.28.388, C-144.10.118, C-261.10.118",heine-c-261-10-118-ophthalmic-diagnostic,3
"C-182.10.118, C-182.28.388",heine,surgery-instruments,K180 LED Ophtalmoscope,K180 LED Ophthalmoscope,"Standard ophtalmoscope direct pour a smaller budget. Sturdy design avec low-reflection spherical précision optics pour reliable diagnostic. Features 27 simple-step cristallin wheel (-35 to +40D), 5 different apertures in 2 variants. LEDHQ illumination pour","Standard direct ophthalmoscope for a smaller budget. Sturdy design with low-reflection spherical precision optics for reliable diagnosis. Features 27 single-step lens wheel (-35 to +40D), 5 different apertures in 2 variants. LEDHQ illumination for",,,,https://www.heine.com/fileadmin/_processed_/3/9/csm_C-182.10.118-HEINE-ophthalmoscope-K180-LED_e9be3370c8.png,active,false,"C-182.10.118, C-182.28.388",k180-led-ophtalmoscope,0
C-283.10.330,heine,surgery-instruments,Omega 500 LED Ophtalmoscope Indirect Binoculaire - C-283.10.330,Omega 500 LED Binocular Indirect Ophthalmoscope - C-283.10.330,"Unique Synchronized Adjustment de Convergence et Parallax pour haute qualité, stereoscopic fundus images through any pupille taille. Precise selection de observation et illumination optics pour small pupils down to 1.0mm. Multi-coated illumination système avec exact vertical alignment. Dustproof aluminum frame construction. 3 different",Unique Synchronized Adjustment of Convergence and Parallax for high,,,,https://www.heine.com/fileadmin/_processed_/b/6/csm_C-008.33.535-HEINE-IndirectOphthalmoscope-OMEGA500-additional_6e9b031eba.png,active,false,"C-283.10.330, C-283.10.335, C-284.10.330, C-284.10.335, C-008.33.530, C-008.33.535",heine-c-283-10-330-omega-500,0
C-283.10.335,heine,surgery-instruments,Omega 500 LED Ophtalmoscope Indirect Binoculaire - C-283.10.335,Omega 500 LED Binocular Indirect Ophthalmoscope - C-283.10.335,"Unique Synchronized Adjustment de Convergence et Parallax pour haute qualité, stereoscopic fundus images through any pupille taille. Precise selection de observation et illumination optics pour small pupils down to 1.0mm. Multi-coated illumination système avec exact vertical alignment. Dustproof aluminum frame construction. 3 different",Unique Synchronized Adjustment of Convergence and Parallax for high,,,,https://www.heine.com/fileadmin/_processed_/b/6/csm_C-008.33.535-HEINE-IndirectOphthalmoscope-OMEGA500-additional_6e9b031eba.png,active,false,"C-283.10.330, C-283.10.335, C-284.10.330, C-284.10.335, C-008.33.530, C-008.33.535",heine-c-283-10-335-omega-500,1
C-284.10.330,heine,surgery-instruments,Omega 500 LED Ophtalmoscope Indirect Binoculaire - C-284.10.330,Omega 500 LED Binocular Indirect Ophthalmoscope - C-284.10.330,"Unique Synchronized Adjustment de Convergence et Parallax pour haute qualité, stereoscopic fundus images through any pupille taille. Precise selection de observation et illumination optics pour small pupils down to 1.0mm. Multi-coated illumination système avec exact vertical alignment. Dustproof aluminum frame construction. 3 different",Unique Synchronized Adjustment of Convergence and Parallax for high,,,,https://www.heine.com/fileadmin/_processed_/b/6/csm_C-008.33.535-HEINE-IndirectOphthalmoscope-OMEGA500-additional_6e9b031eba.png,active,false,"C-283.10.330, C-283.10.335, C-284.10.330, C-284.10.335, C-008.33.530, C-008.33.535",heine-c-284-10-330-omega-500,2
C-284.10.335,heine,surgery-instruments,Omega 500 LED Ophtalmoscope Indirect Binoculaire - C-284.10.335,Omega 500 LED Binocular Indirect Ophthalmoscope - C-284.10.335,"Unique Synchronized Adjustment de Convergence et Parallax pour haute qualité, stereoscopic fundus images through any pupille taille. Precise selection de observation et illumination optics pour small pupils down to 1.0mm. Multi-coated illumination système avec exact vertical alignment. Dustproof aluminum frame construction. 3 different",Unique Synchronized Adjustment of Convergence and Parallax for high,,,,https://www.heine.com/fileadmin/_processed_/b/6/csm_C-008.33.535-HEINE-IndirectOphthalmoscope-OMEGA500-additional_6e9b031eba.png,active,false,"C-283.10.330, C-283.10.335, C-284.10.330, C-284.10.335, C-008.33.530, C-008.33.535",heine-c-284-10-335-omega-500,3
C-008.33.530,heine,surgery-instruments,Omega 500 LED Ophtalmoscope Indirect Binoculaire - C-008.33.530,Omega 500 LED Binocular Indirect Ophthalmoscope - C-008.33.530,"Unique Synchronized Adjustment de Convergence et Parallax pour haute qualité, stereoscopic fundus images through any pupille taille. Precise selection de observation et illumination optics pour small pupils down to 1.0mm. Multi-coated illumination système avec exact vertical alignment. Dustproof aluminum frame construction. 3 different",Unique Synchronized Adjustment of Convergence and Parallax for high,,,,https://www.heine.com/fileadmin/_processed_/b/6/csm_C-008.33.535-HEINE-IndirectOphthalmoscope-OMEGA500-additional_6e9b031eba.png,active,false,"C-283.10.330, C-283.10.335, C-284.10.330, C-284.10.335, C-008.33.530, C-008.33.535",heine-c-008-33-530-omega-500,4
C-008.33.535,heine,surgery-instruments,Omega 500 LED Ophtalmoscope Indirect Binoculaire - C-008.33.535,Omega 500 LED Binocular Indirect Ophthalmoscope - C-008.33.535,"Unique Synchronized Adjustment de Convergence et Parallax pour haute qualité, stereoscopic fundus images through any pupille taille. Precise selection de observation et illumination optics pour small pupils down to 1.0mm. Multi-coated illumination système avec exact vertical alignment. Dustproof aluminum frame construction. 3 different",Unique Synchronized Adjustment of Convergence and Parallax for high,,,,https://www.heine.com/fileadmin/_processed_/b/6/csm_C-008.33.535-HEINE-IndirectOphthalmoscope-OMEGA500-additional_6e9b031eba.png,active,false,"C-283.10.330, C-283.10.335, C-284.10.330, C-284.10.335, C-008.33.530, C-008.33.535",heine-c-008-33-535-omega-500,5
D-001.71.120,heine,surgery-instruments,Mini 3000 LED Ophtalmoscope - D-001.71.120,Mini 3000 LED Ophthalmoscope - D-001.71.120,Modern pocket ophtalmoscope avec LEDHQ illumination.,Modern pocket ophthalmoscope with LEDHQ illumination.,,,,https://www.heine.com/fileadmin/_processed_/c/4/csm_D-008.71.120-HEINE-mini3000-LED-ophthalmoscope-battery-handle_1c19f78c0c.png,active,false,"D-001.71.120, D-002.71.120, D-008.71.120, D-008.71.220, D-886.11.021, D-886.11.022",mini-3000-led-ophtalmoscope-d-001-71-120,0
D-002.71.120,heine,surgery-instruments,Mini 3000 LED Ophtalmoscope - D-002.71.120,Mini 3000 LED Ophthalmoscope - D-002.71.120,Modern pocket ophtalmoscope avec LEDHQ illumination.,Modern pocket ophthalmoscope with LEDHQ illumination.,,,,https://www.heine.com/fileadmin/_processed_/c/4/csm_D-008.71.120-HEINE-mini3000-LED-ophthalmoscope-battery-handle_1c19f78c0c.png,active,false,"D-001.71.120, D-002.71.120, D-008.71.120, D-008.71.220, D-886.11.021, D-886.11.022",mini-3000-led-ophtalmoscope-d-002-71-120,1
D-008.71.120,heine,surgery-instruments,Mini 3000 LED Ophtalmoscope - D-008.71.120,Mini 3000 LED Ophthalmoscope - D-008.71.120,Modern pocket ophtalmoscope avec LEDHQ illumination.,Modern pocket ophthalmoscope with LEDHQ illumination.,,,,https://www.heine.com/fileadmin/_processed_/c/4/csm_D-008.71.120-HEINE-mini3000-LED-ophthalmoscope-battery-handle_1c19f78c0c.png,active,false,"D-001.71.120, D-002.71.120, D-008.71.120, D-008.71.220, D-886.11.021, D-886.11.022",mini-3000-led-ophtalmoscope-d-008-71-120,2
D-008.71.220,heine,surgery-instruments,Mini 3000 LED Ophtalmoscope - D-008.71.220,Mini 3000 LED Ophthalmoscope - D-008.71.220,Modern pocket ophtalmoscope avec LEDHQ illumination.,Modern pocket ophthalmoscope with LEDHQ illumination.,,,,https://www.heine.com/fileadmin/_processed_/c/4/csm_D-008.71.120-HEINE-mini3000-LED-ophthalmoscope-battery-handle_1c19f78c0c.png,active,false,"D-001.71.120, D-002.71.120, D-008.71.120, D-008.71.220, D-886.11.021, D-886.11.022",mini-3000-led-ophtalmoscope-d-008-71-220,3
