referenceFournisseur,constructeur,categoryId,nom_fr,nom_en,description_fr,description_en,ficheTechnique_fr,ficheTechnique_en,pdfBrochureUrl,imageUrls,status,featured
1DAYMOIS,johnson---johnson,surgery-instruments,1 DAY Moist Multifocal,1 DAY Moist Multifocal,Daily lenses pour presbytie. pupille Optimized Design pour clear vision at all distances.,Daily lenses for presbyopia. Pupil Optimized Design for clear vision at all distances.,,,,https://brand.jjvision.com/transform/AspectRatio1to1Bg/b6477b11-b435-4c6c-a3dd-a8ab6f078391/ACUVUE-Packshot-MOIST-MF-30P-FRONT-NO-UV-SHADOW-PNG?io=transform:fill,active,false
1DAYACUV,johnson---johnson,surgery-instruments,1Day Acuvue Trueye,1Day Acuvue Trueye,Older silicone hydrogel generation. Replaced by Oasys 1-Day.,Older silicone hydrogel generation. Replaced by Oasys 1-Day.,,,,https://brand.jjvision.com/transform/AspectRatio1to1Bg/a235e565-3fd1-4771-b69b-a42edd531652/ACUVUE-Packshot-TruEye-30P-Front-PNG?io=transform:fill,active,false
1DAYACUV,johnson---johnson,surgery-instruments,1Day Acuvue Moist,1Day Acuvue Moist,Standard daily hydrogel lenses. Long-lasting hydration pour sensitive eyes.,Standard daily hydrogel lenses. Long-lasting hydration for sensitive eyes.,,,,https://brand.jjvision.com/transform/AspectRatio1to1Bg/7fadc93f-e51e-48ff-87c4-5fead6b32398/ACUVUE-Packshot-MOIST-30P-FRONT-NO-UV-SHADOW-PNG?io=transform:fill,active,false
ACUVUEOA,johnson---johnson,surgery-instruments,Acuvue Oasys pour Astigmatisme,Acuvue Oasys FOR Astigmatism,Bi-weekly toric lenses. HYDRACLEAR® PLUS technology pour dry environments.,Bi-weekly toric lenses. HYDRACLEAR® PLUS technology for dry environments.,,,,https://brand.jjvision.com/transform/AspectRatio1to1Bg/5ea2b928-221c-4893-952d-e3f17dd3c5c4/ACUVUE-Packshot-OASYS-w-HYDRCLEAR-ASTIG-6P-Front-Reflection-No-UV-PNG?io=transform:fill,active,false
ACUVUEOA,johnson---johnson,surgery-instruments,Acuvue Oasys avec Hydraclear,Acuvue Oasys With Hydraclear,Spherical bi-weekly lenses. Benchmark pour numérique comfort.,Spherical bi-weekly lenses. Benchmark for digital comfort.,,,,https://brand.jjvision.com/transform/4e396f12-145f-4317-8a44-078eefaabcaf/ACUVUE-Packshot-OASYS-w-Hydraclear-Plus-12P-Front-Transparent-NO-UV-PNG?io=transform:fill,active,false
ACUVUERE,johnson---johnson,surgery-instruments,Acuvue Revitalens,Acuvue Revitalens,Multi-purpose disinfecting solution pour all soft lenses.,Multi-purpose disinfecting solution for all soft lenses.,,,,https://brand.jjvision.com/transform/AspectRatio1to1Bg/2efd38bf-fb6b-47dc-8be1-3be128b31a64/Product-Name?io=transform:fill,active,false
BLINKCON,johnson---johnson,surgery-instruments,Blink Contacts,Blink Contacts,Lubricating eye drops pour lentille de contact wearers. Relieves dryness.,Lubricating eye drops for contact lens wearers. Relieves dryness.,,,,https://www.justblink.com/siteassets/img/slider-660x650-green-1.png | https://www.justblink.com/siteassets/img/slider-660x650-green-2.png | https://www.justblink.com/siteassets/img/slider-660x650-green-3.png | https://www.justblink.com/siteassets/img/slider-660x650-green-4.png,active,false
BLINKINT,johnson---johnson,surgery-instruments,Blink Intensive,Blink Intensive,Advanced protective eye drops pour persistent dry eye.,Advanced protective eye drops for persistent dry eye.,,,,https://www.justblink.com/siteassets/img/slider-660x650-blue-a-1.png | https://www.justblink.com/siteassets/img/slider-660x650-blue-a-2.png | https://www.justblink.com/siteassets/img/slider-660x650-blue-a-3.png | https://www.justblink.com/siteassets/img/slider-660x650-blue-a-4.png,active,false
BLINKINT,johnson---johnson,surgery-instruments,Blink Intensive Plus,Blink Intensive Plus,Viscous gel drops pour long-lasting relief (day/night).,Viscous gel drops for long-lasting relief (day/night).,,,,https://www.justblink.com/siteassets/img/slider-660x650-blue-c-1.png | https://www.justblink.com/siteassets/img/slider-660x650-blue-c-2.png | https://www.justblink.com/siteassets/img/slider-660x650-blue-c-3.png | https://www.justblink.com/siteassets/img/slider-660x650-blue-c-4.png,active,false
ACUVUEVI,johnson---johnson,surgery-instruments,Acuvue Vita,Acuvue Vita,Monthly lenses. HydraMax™ technology to maintain hydration all month.,Monthly lenses. HydraMax™ technology to maintain hydration all month.,,,,https://brand.jjvision.com/transform/AspectRatio1to1Bg/02a74759-2046-4900-b1e1-5e48c2a54ec1/ACUVUE-Packshot-VITA-12P-Front-Shadow-Only-NO-UV-PNG?io=transform:fill,active,false
KEELERKI,keeler,surgery-instruments,Keeler Kinexis Software pour Bios,Keeler Kinexis Software for Bios,Advanced functionality at your finger tipsKeeler Kinexis software has been designed to support every aspect de your examen process.,Advanced functionality at your finger tipsKeeler Kinexis software has been designed to support every aspect of your examination process.,,,,https://www.keelerglobal.com/wp-content/uploads/2025/01/VPD-Kinexis-software-scaled.jpg,active,false
1012-P-7008,keeler,surgery-instruments,All Pupille 2 LED Mise à Niveau,All Pupil 2 LED Upgrade,Lumiè,,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/all-pupill-ii-a4-sheet-250-250-jpg.webp,active,false
1102-P-1041,keeler,surgery-instruments,Pocket Ophtalmoscope,Pocket Ophthalmoscope,Portable et compact pocket ophtalmoscope pour ward et GP useFull diagnostic capacity in a compact instrument make le Pocket ophtalmoscope ideal pour le Practitioner on le move. a ideal choice pour domiciliary et ward use ou as a backup instrument.Features:Slimline design fits neatly in your pocket.cristallin powers range from +20D to -20D pour clear et effortless examen de oculaire structures.Strong métal clip that can be attached to a pocket.Five diagnostic beams pour full diagnostic capability.Swing over,Portable and compact pocket ophthalmoscope for ward and GP useFull diagnostic capacity in a compact instrument make the Pocket ophthalmoscope ideal for the Practitioner on the move. An ideal choice for domiciliary and ward use or as a backup instrument.Features:Slimline design fits neatly in your pocket.Lens powers range from +20D to -20D for clear and effortless examination of ocular structures.Strong metal clip that can be attached to a pocket.Five diagnostic beams for full diagnostic capability.Swing over,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1102-P-1041-8-jpg.webp,active,false
1102-P-1105,keeler,ophthalmology-surgical,Oftalmoscopio de Bolsillo Jazz LED,Oftalmoscopio of Bolsillo Jazz LED,Moderno oftalmoscopio de bolsillo personalizable para uso en salas y de los médicos generalesLa capacidad de diagnóstico completa en a instrumento compacto hace que el oftalmoscopio de bolsillo sea ideal para el profesional que se desplaza. Una opción ideal para uso domiciliario y en,Moderno oftalmoscopio of bolsillo personalizable para uso en salas y of los médicos generalesLa capacidad of diagnóstico completa en a instrumento compacto hace que el oftalmoscopio of bolsillo sea ideal para el profesional que se desplaza. Una opción ideal para uso domiciliario y en,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1102-P-1105-8-scaled.webp,active,false
1202-P-7192,keeler,surgery-instruments,Vantage Plus Hi Mag Cristallin,Vantage Plus Hi Mag Lens,Gain 1.6X additional grossissement avec a Hi Mag lensThe new HiMag™ (patented) cristallin slides on et off avec ease to support your examen needs.Features:1.6x additional grossissement than avec a condensing cristallin alone.Enjoy superb stereoscopic images.Scratch resistant coated optics guarantee haute qualité images at all times.HiMag™ can be flipped out de view when not required.This unique feature is only offered avec le Vantage Plus indirect.,Gain 1.6X additional magnification with a Hi Mag lensThe new HiMag™ (patented) lens slides on and off with ease to support your examination needs.Features:1.6x additional magnification than with a condensing lens alone.Enjoy superb stereoscopic images.Scratch resistant coated optics guarantee high quality images at all times.HiMag™ can be flipped out of view when not required.This unique feature is only offered with the Vantage Plus indirect.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1202-P-7192-8-jpg.webp,active,false
1202-P-7205,keeler,surgery-instruments,Vantage Plus Teaching Miroir,Vantage Plus Teaching Mirror,Enables two observers to view le rétine at le same time.This teaching dispositif is extremely beneficial pour training et guidance avec indirects. le teaching miroir mounts on le Vantage Plus binoculaire indirect et slides on et off avec ease allowing two observers to view le rétine at le same time.Features:Easy to use.Slides on et off avec easePerfect pour training.,Enables two observers to view the retina at the same time.This teaching device is extremely beneficial for training and guidance with indirects. The teaching mirror mounts on the Vantage Plus binocular indirect and slides on and off with ease allowing two observers to view the retina at the same time.Features:Easy to use.Slides on and off with easePerfect for training.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1202-P-7205-8-scaled.webp,active,false
1204-P-3043,keeler,surgery-instruments,All Pupille II Ophtalmoscope Indirect Binoculaire,All Pupil II Binocular Indirect Ophthalmoscope,Lumiè,,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1204-P-3043-8-scaled.webp,active,false
1205-P-1020,keeler,surgery-instruments,Vantage Plus LED Ophtalmoscope Indirect Binoculaire,Vantage Plus LED Binocular Indirect Ophthalmoscope,Exceptional rétinien views avec ultimate comfortThe Vantage Plus tête-worn ophtalmoscope indirect binoculaire is our best-in-class,Exceptional retinal views with ultimate comfortThe Vantage Plus head-worn binocular indirect ophthalmoscope is our best-in-class,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/vantage-jpg.webp,active,false
1205-P-5010,keeler,surgery-instruments,Vantage Plus LED Numérique Con Software Keeler Kapture,Vantage Plus LED Digital Con Software Keeler Kapture,Imágenes y documentación digitales excepcionales con solo pulsar a botón.El Vantage Plus numérique viene con el software Keeler Kapture que le permite capturar cómodamente imágenes y videos de sus exámenes. El software intuitivo y potente ayuda en la documentación y el diagnó,Imágenes y documentación digitales excepcionales con solo pulsar a botón.El Vantage Plus Digital viene con el software Keeler Kapture que the permite capturar cómodamente imágenes y videos of sus exámenes. El software intuitivo y potente ayuda en la documentación y el diagnó,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1205-P-5010-8-jpg.webp,active,false
1205-P-7001,keeler,ophthalmology-surgical,Vantage Plus Numérique BIO (avec Keeler Kinexis Software),Vantage Plus Digital BIO (with Keeler Kinexis Software),Discover our new et improved numérique BIOHigh-quality imaging is crucial pour précis documentation et teaching. le Vantage Plus numérique fits seamlessly into le existing workflow de,Discover our new and improved digital BIOHigh-quality imaging is crucial for accurate documentation and teaching. The Vantage Plus Digital fits seamlessly into the existing workflow of,,,,https://www.keelerglobal.com/wp-content/uploads/2024/08/Untitled-design-1.png,active,false
1205-P-7034,keeler,surgery-instruments,Binoculaire Indirect Face Shield,Binocular Indirect Face Shield,Keep users et patients safe when using indirects.This binoculaire indirect shield provides a barrier between le patient et user to reduce le potential transmission de harmful viruses.Features:Designed to fit Keeler All pupille et Vantage Plus BIOs.Scratch et defect free shield held in place by le buttons on le headband foam liner.Shield measures 275mm W x 190mm H (10.8″ W x 7.5″ H).Robust shield made out de 0.5-0.8mm thick clear polyethylene terephthalate.,Keep users and patients safe when using indirects.This binocular indirect shield provides a barrier between the patient and user to reduce the potential transmission of harmful viruses.Features:Designed to fit Keeler All Pupil and Vantage Plus BIOs.Scratch and defect free shield held in place by the buttons on the headband foam liner.Shield measures 275mm W x 190mm H (10.8″ W x 7.5″ H).Robust shield made out of 0.5-0.8mm thick clear polyethylene terephthalate.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1205-P-7034-8-jpg.webp,active,false
1503-P-1034,keeler,surgery-instruments,Pocket Otoscope,Pocket Otoscope,Portable et compact Pocket otoscope pour ward et GP useWith full diagnostic capacity in a compact instrument makes le Pocket otoscope ideal pour le Practitioner on le move. a ideal choice pour domiciliary et ward use ou as a backup instrument.Features:Closed tête système ideally suited to pneumatic testing.2.5x removable magnifying cristallin allows le introduction de small instruments.Can be used avec either permanent ou jetable specula.Available avec a 2.8V ou 3.6V ampoule Illumination.Strong métal clip.2.8V model accepts AA Batteries. Pocket manche not compatible avec other Otoscopes.,Portable and compact Pocket Otoscope for ward and GP useWith full diagnostic capacity in a compact instrument makes the Pocket Otoscope ideal for the Practitioner on the move. An ideal choice for domiciliary and ward use or as a backup instrument.Features:Closed head system ideally suited to pneumatic testing.2.5x removable magnifying lens allows the introduction of small instruments.Can be used with either permanent or disposable specula.Available with a 2.8V or 3.6V Bulb Illumination.Strong metal clip.2.8V model accepts AA Batteries. Pocket Handle not compatible with other Otoscopes.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1517-P-1019.png,active,false
1514-P-1224,keeler,surgery-instruments,LED Fibre Optique Otoscope,LED Fibre Optic Otoscope,New pour 2024: a,New for 2024: a,,,,https://www.keelerglobal.com/wp-content/uploads/2024/08/ledfibreopticotoscope-1.png,active,false
1514-P-1282,keeler,surgery-instruments,LED Practitioner Otoscope Tête Only,LED Practitioner Otoscope Head Only,Le industry leader pour hospital et Gen Med,The industry leader for hospital and Gen Med,,,,https://www.keelerglobal.com/wp-content/uploads/2024/08/ledpractitionerotoscopeheadonly-3.png,active,false
1519-P-1003,keeler,surgery-instruments,LED Practitioner Otoscope,LED Practitioner Otoscope,Le industry leader pour hospital et Gen Med,The industry leader for hospital and Gen Med,,,,https://www.keelerglobal.com/wp-content/uploads/2024/08/ledpractitionerotoscope.png,active,false
1519-P-1005,keeler,surgery-instruments,LED Fibre Optique Otoscope Tête Only,LED Fibre Optic Otoscope Head Only,New pour 2024: a,New for 2024: a,,,,https://www.keelerglobal.com/wp-content/uploads/2024/08/Featuring-LED-illumination.png,active,false
1702-P-1037,keeler,surgery-instruments,Pocket Diagnostic Ensemble,Pocket Diagnostic Set,Portable et compact pocket diagnostic kit pour ward et GP useFull diagnostic capacity in a compact instrument make le pocket diagnostic ensemble ideal pour le Practitioner on le move. a ideal choice pour domiciliary et ward use ou as a backup instrument.Features:Five diagnostic beams pour full diagnostic capabilityWide angle – Illuminates le largest area de fundus pour le best possible general diagnostic through a dilated pupille.Intermediate – Permits easier access through et undilated pupille et in peripheral examen. Particularly useful in paediatric examen.Red free – le red free filtre is used to examine blood vessels in fine detail. By filtering out le red lumiè,Portable and compact pocket diagnostic kit for ward and GP useFull diagnostic capacity in a compact instrument make the pocket diagnostic set ideal for the Practitioner on the move. An ideal choice for domiciliary and ward use or as a backup instrument.Features:Five diagnostic beams for full diagnostic capabilityWide Angle – Illuminates the largest area of fundus for the best possible general diagnosis through a dilated pupil.Intermediate – Permits easier access through and undilated pupil and in peripheral examination. Particularly useful in paediatric examination.Red free – the red free filter is used to examine blood vessels in fine detail. By filtering out the red,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1702-P-1037-8-scaled.webp,active,false
1729-P-1029,keeler,surgery-instruments,Standard Ophtalmoscope/standard Otoscope Rechargeable Ensemble de Bureau,Standard Ophthalmoscope/standard Otoscope Rechargeable Desk Set,Industry leading standard ophtalmoscope et otoscope pour ward et GP useThe rechargeable outfit consists de a,Industry leading standard ophthalmoscope and otoscope for ward and GP useThe rechargeable outfit consists of an,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1729-P-1029-8-jpg.webp | https://www.keelerglobal.com/wp-content/uploads/2024/02/Featuring-LED-illumination-7.png,active,false
1729-P-1062,keeler,ophthalmology-surgical,Practitioner Ophtalmoscope/practitioner Otoscope Rechargeable Ensemble de Bureau,Practitioner Ophthalmoscope/practitioner Otoscope Rechargeable Desk Set,New pour 2024: a,New for 2024: a,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/Featuring-LED-illumination-7.png,active,false
1729-P-1063,keeler,ophthalmology-surgical,Practitioner Ophtalmoscope/fibre Optique Otoscope Rechargeable Ensemble de Bureau,Practitioner Ophthalmoscope/fibre Optic Otoscope Rechargeable Desk Set,New pour 2024: a,New for 2024: a,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/Featuring-LED-illumination-5-2.png,active,false
1901-P-7052,keeler,surgery-instruments,Pack de Four Assorted Colour Manche Sleeves,Pack of Four Assorted Colour Handle Sleeves,Add some colour to your diagnostic areaNow available in four funky,Add some colour to your diagnostic areaNow available in four funky,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1901-P-7052-16-jpg.webp,active,false
1901-P-7052 slimline,keeler,surgery-instruments,Pack de Four Assorted Colour Slimline Manche Sleeves,Pack of Four Assorted Colour Slimline Handle Sleeves,Add some colour to your diagnostic areaNow available in four funky,Add some colour to your diagnostic areaNow available in four funky,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1901-P-7052-17-jpg.webp,active,false
1911-P-1228,keeler,surgery-instruments,Double Lithium Mise à Niveau Kit,Double Lithium Upgrade Kit,2 x Handles et double Lithium ChargerFits neatly into your immediate testing environment allowing easy access to your hand held instruments.the chargeur can be table top ou wall mounted.,2 x Handles and Double Lithium ChargerFits neatly into your immediate testing environment allowing easy access to your hand held instruments.The charger can be table top or wall mounted.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1911-P-1228-8-jpg.webp,active,false
1911-P-1236,keeler,surgery-instruments,Mini Lithium Mise à Niveau Kit,Mini Lithium Upgrade Kit,Small et compact mini chargerThe,Small and compact mini chargerThe,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1911-P-1236-7-jpg.webp,active,false
1919-P-1013,keeler,surgery-instruments,Batterie Au Lithium pour Sans Fil Vantage Plus (standard),Lithium Battery for Wireless Vantage Plus (standard),Alimentation your indirect avec easeLithium batterie pour use avec le sans fil Vantage PLus (standard).Features:Fits neatly into le charging unité.Original batterie au lithium lasts up to 11 hours de use.,Power your indirect with easeLithium battery for use with the wireless Vantage PLus (standard).Features:Fits neatly into the charging unit.Original lithium battery lasts up to 11 hours of use.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1919-P-1013-7-jpg.webp,active,false
1919-p-5215,keeler,surgery-instruments,Batterie Au Lithium avec Rheostat,Lithium Battery with Rheostat,Alimentation your indirect avec easeLithium batterie avec rheostat pour use avec le Spectra iris binoculaire indirect et le Loupe K-éclairage LED système.Features:batterie charges in two hours avec a usable charge in five minutes.léger design weighing only six ounces (171 grams).Illumination strength can be controlled by adjusting le dimmer control knob on le bloc-batterie.a belt clip located on le back de le batterie pour easy transportation.Charging base is not included et must be purchased separately.,Power your indirect with easeLithium battery with rheostat for use with the Spectra Iris binocular indirect and the Loupe K-LED light system.Features:Battery charges in two hours with a usable charge in five minutes.Lightweight design weighing only six ounces (171 grams).Illumination strength can be controlled by adjusting the dimmer control knob on the battery pack.A belt clip located on the back of the battery for easy transportation.Charging base is not included and must be purchased separately.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1919-p-5215-7-jpg.webp,active,false
1941-P-1341,keeler,surgery-instruments,Mini Lithium Chargeur,Mini Lithium Charger,Small et compactThe,Small and compactThe,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1941-P-1341-10.webp,active,false
1941-P-1368,keeler,surgery-instruments,Lithium Double Chargeur,Lithium Double Charger,Un compact chargeur that takes 2 x handlesThis chargeur fits neatly into your immediate testing environment allowing easy access to your hand held instruments.Features:the chargeur can be table top ou wall mounted.Speed charge in only 2 hours LED display pour instant indication.Provides over 2 hours continuous use.,A compact charger that takes 2 x handlesThis charger fits neatly into your immediate testing environment allowing easy access to your hand held instruments.Features:The charger can be table top or wall mounted.Speed charge in only 2 hours LED display for instant indication.Provides over 2 hours continuous use.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/lithiumdoublebattery4.png,active,false
1941-p-5385,keeler,surgery-instruments,Lithium Chargeur et Alimentation Électrique,Lithium Charger and Power Supply,Charge your indirect equipment avec easeA Lithium charging dock et alimentation électrique pour use avec le Spectra iris binoculaire indirect et le Loupe K-éclairage LED système.Features:batterie charges in two hours avec a usable charge in five minutes.Illumination strength can be controlled by adjusting le dimmer control knob on le bloc-batterie.bloc-batterie is not included et must be purchased separately.,Charge your indirect equipment with easeA Lithium charging dock and power supply for use with the Spectra Iris binocular indirect and the Loupe K-LED light system.Features:Battery charges in two hours with a usable charge in five minutes.Illumination strength can be controlled by adjusting the dimmer control knob on the battery pack.Battery pack is not included and must be purchased separately.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1941-p-5385-7-jpg.webp,active,false
1964-P-2000,keeler,surgery-instruments,"Dispos-un-spec Wall Dispenser avec 25x 2.5mm, 3.5mm, 4.5mm, 5.5mm Specula","Dispos-a-spec Wall Dispenser with 25x 2.5mm, 3.5mm, 4.5mm, 5.5mm Specula",Spéculum dispenserAdd to your new Keeler wall unité ou simply display it next to your old Keeler wall unité.Features:Lid can be easily removed to insert new specula.,Speculum dispenserAdd to your new Keeler wall unit or simply display it next to your old Keeler wall unit.Features:Lid can be easily removed to insert new specula.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1964-P-2000-10.webp,active,false
1964-P-2003,keeler,surgery-instruments,Standard Ophtalmoscope/standard Otoscope Corded Unité Ensemble 240V,Standard Ophthalmoscope/standard Otoscope Corded Unit Set 240V,Industry leading standard ophtalmoscope et otoscope pour ward et GP useKeeler’s anti-theft design ophthalmoscopes et otoscopes have a lockable tête et manche fitting so you’ll always find them where you left them. le cord outfit consists de,Industry leading standard ophthalmoscope and otoscope for ward and GP useKeeler’s anti-theft design ophthalmoscopes and otoscopes have a lockable head and handle fitting so you’ll always find them where you left them. The cord outfit consists of,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1964-P-2003-10.webp,active,false
1964-P-2015,keeler,ophthalmology-surgical,Practitioner Ophtalmoscope/practitioner Otoscope Corded Unité Ensemble 240V,Practitioner Ophthalmoscope/practitioner Otoscope Corded Unit Set 240V,New pour 2024: a,New for 2024: a,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/Featuring-LED-illumination-8.png,active,false
1964-P-2016,keeler,ophthalmology-surgical,Practitioner Ophtalmoscope/fibre Optique Otoscope Corded Unité Ensemble 240V,Practitioner Ophthalmoscope/fibre Optic Otoscope Corded Unit Set 240V,New pour 2024: a,New for 2024: a,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/cordedunitset.png,active,false
2004-P-1012,keeler,surgery-instruments,K-Led II Portable Simple Chargeur Lumière Système Keeler-fit in Mallette de Transport,K-Led II Portable Single Charger Light System Keeler-fit in Carry Case,Keeler K-LED gives 34000 lux de homogeneous white lumière et is fully portable.the 3W LED is mounted coaxially on le loupe* bar et is powered by a batterie au lithium pack giving 7 hours continuous use.the K-LED portable comes avec one bloc-batterie et a mallette de transport to protect your loupes et headlight when not in use. It can be retrofitted to all Keeler loupes. Available in either a standard Keeler loupe fitting ou a universal loupe fitting.Optimum distance de travail pour le K-LED is between 340 – 500mmFeatures:LED technology 34000 luxYellow FilterRetrofit to all Keeler LoupesPortableRechargeable batterie au lithium PackWhite lumière.,Keeler K-LED gives 34000 lux of homogeneous white light and is fully portable.The 3W LED is mounted coaxially on the loupe* bar and is powered by a lithium battery pack giving 7 hours continuous use.The K-LED Portable comes with one battery pack and a carrying case to protect your loupes and headlight when not in use. It can be retrofitted to all Keeler loupes. Available in either a standard Keeler loupe fitting or a universal loupe fitting.Optimum working distance for the K-LED is between 340 – 500mmFeatures:LED technology 34000 luxYellow FilterRetrofit to all Keeler LoupesPortableRechargeable Lithium Battery PackWhite Light.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/04/KLED-charger.png,active,false
2004-P-1012 / 2004-P-1007,keeler,surgery-instruments,Sistema de Iluminación K-Led II,Sistema of Iluminación K-Led II,Totalmente portátil con 34000 lux de luz blanca homogéneaEl LED de 3 W está montado coaxialmente en la barra de la lupa* y funciona con una batería de litio que proporciona 7 horas de uso continuo. El K-LED se suministra con uno o dos paquetes de baterías y una unidad de carga simple o doble que puede alojar y cargar ambos paquetes simultáneamente. También puede utilizarse como práctico contenedor para guardar las lupas cuando no se utilizan. Se puede adaptar a todas las lupas Keeler. Disponible en a accesorio de lupa Keeler estándar o en a accesorio de lupa universal. La distancia de trabajo óptima para el K-LED es de 340 a 500 mm*Las lupas y las monturas deben adquirirse por separadoCaracterísticas:Tecnología LED,Totalmente portátil con 34000 lux of luz blanca homogéneaEl LED of 3 W está montado coaxialmente en la barra of la lupa* y funciona con una batería of litio que proporciona 7 horas of uso continuo. El K-LED se suministra con uno o dos paquetes of baterías y una unidad of carga simple o doble que puede alojar y cargar ambos paquetes simultáneamente. También puede utilizarse como práctico contenedor para guardar las lupas cuando no se utilizan. Se puede adaptar a todas las lupas Keeler. Disponible en a accesorio of lupa Keeler estándar o en a accesorio of lupa universal. La distancia of trabajo óptima para el K-LED es of 340 a 500 mm*Las lupas y las monturas deben adquirirse por separadoCaracterísticas:Tecnología LED,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/K-LED-II-desk-charger-black-edited-LR.png,active,false
2025-03,keeler,ophthalmology-diagnostic,Sonda de Ultrasonidos Un-scan Compatible Con la Plataforma 4sight,Sonda of Ultrasonidos A-scan Compatible Con la Plataforma 4sight,"Imágenes de alta calidad y mediciones biométricas precisas bajo demandaEsta unidad contiene todo lo que necesita para ponerse en marcha con Keeler 4Sight™, nuestra solución de ultrasonidos todo en uno.La cirugía de cataratas más exigente requiere a equipo potente y el a-Scan es la solución más eficaz para","Imágenes of alta calidad y mediciones biométricas precisas bajo demandaEsta unidad contiene todo lo que necesita para ponerse en marcha con Keeler 4Sight™, nuestra solución of ultrasonidos todo en uno.La cirugía of cataratas más exigente requiere a equipo potente y el A-Scan es la solución más eficaz para",,,,https://www.keelerglobal.com/wp-content/uploads/2024/03/24-8000A-3-jpg.webp,active,false
2105-K-1159,keeler,surgery-instruments,Volk 20D Cristallin – V20Lc,Volk 20D Lens – V20Lc,Delivering le best rétinien image from a 20 diopter lensVolk’s 20D delivers le best rétinien image de any 20 diopter cristallin on le market.Volk’s state-of-the-art 20D diagnostic/laser cristallin is perfectly corrected pour field,Delivering the best retinal image from a 20 diopter lensVolk’s 20D delivers the best retinal image of any 20 diopter lens on the market.Volk’s state-of-the-art 20D diagnostic/laser lens is perfectly corrected for field,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2105-K-1159.webp,active,false
2105-L-1103,keeler,ophthalmology-surgical,Volk 90D Cristallin – V90C,Volk 90D Lens – V90C,Start le lampe à fente examen revolution!the original Volk 90D cristallin features a small 26mm diamètre anneau design which is outstanding pour dynamic fundoscopy.h2>Features:double Aspheric optical design which expands le usable viewing field beyond that de competitive designs.,Start the slit lamp examination revolution!The original Volk 90D lens features a small 26mm diameter ring design which is outstanding for dynamic fundoscopy.h2>Features:Double Aspheric optical design which expands the usable viewing field beyond that of competitive designs.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2105-L-1103-7-jpg.webp,active,false
2105-L-1218,keeler,surgery-instruments,Volk 15D Cristallin – V15Lc,Volk 15D Lens – V15Lc,High grossissement avec a optimised distance de travail from le corneaVolk’s 15D provides high grossissement along avec a optimized distance de travail from le cornée.avec its 4.11x grossissement it is also well suited pour disc et macular observation.h2>Features:36/47 degré champ de vision.24x laser spot.4.11x image mag.72mm distance de travail.,High magnification with an optimised working distance from the corneaVolk’s 15D provides high magnification along with an optimized working distance from the cornea.With its 4.11x magnification it is also well suited for disc and macular observation.h2>Features:36/47 degree field of view.24x laser spot.4.11x image mag.72mm working distance.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2105-L-1218-7-jpg.webp,active,false
